price buyer acres sqft condition covpkg age units salesdate region
101000 AZ 0.408 5038 Fair 1 45 6 1992 NPhoenix
182000 AZ 0.526 6496 Fair 0 31 8 1995 NPhoenix
265000 AZ 1.314 16500 Fair 0 25 18 1995 NPhoenix
190000 AZ 0.489 9968 Fair 0 32 16 1995 NPhoenix
100000 AZ 0.402 5650 Fair 8 27 8 1991 NPhoenix
380000 AZ 1.575 21600 Fair 0 31 24 1994 NPhoenix
520000 AZ 0.724 16123 Average 0 30 36 1993 NPhoenix
790000 AZ 3.375 70920 Average 52 22 102 1992 NPhoenix
815000 AZ 1.031 28374 Average 0 20 49 1992 NPhoenix
203000 AZ 0.573 10978 Fair 0 28 21 1991 NPhoenix
170000 AZ 0.358 4690 Good 0 11 8 1993 NPhoenix
6750000 AZ 11.261 252132 Good 310 3 308 1990 NPhoenix
1487057 AZ 2.451 42950 Average 0 24 44 1996 NPhoenix
1044000 AZ 4.425 51375 Average 0 20 69 1994 NPhoenix
115500 AZ 0.568 5238 Fair 0 20 6 1992 NPhoenix
2435000 AZ 4.13 92572 Good 210 9 144 1992 NPhoenix
2100000 AZ 4.004 92628 Good 108 9 108 1992 NPhoenix
285000 AZ 0.725 12760 Good 24 11 12 1992 NPhoenix
1425000 AZ 4.371 63123 Good 70 5 67 1992 NPhoenix
2200000 AZ 5.884 185792 Good 240 20 232 1992 NPhoenix
163242 AZ 0.54 6336 Average 0 6 16 1993 NPhoenix
470000 AZ 0.43 14454 Average 0 12 24 1997 NPhoenix
1900000 AZ 3.105 46800 Average 70 11 70 1995 NPhoenix
601000 AZ 1.8 50040 Average 0 7 72 1992 NPhoenix
3100000 AZ 5.04 106866 Average 156 10 137 1992 NPhoenix
4750000 AZ 9.441 148108 Average 224 10 224 1993 NPhoenix
5700000 AZ 10.516 217228 Average 360 12 360 1992 NPhoenix
1500000 AZ 2.462 60731 Average 152 6 125 1991 NPhoenix
10600000 AZ 12.82 246052 Average 348 9 348 1994 NPhoenix
2050000 AZ 4.243 94856 Average 171 16 171 1992 NPhoenix
225000 AZ 0.983 10756 Fair 0 36 16 1992 NPhoenix
650000 AZ 1.526 24258 Average 35 44 50 1997 NPhoenix
200000 AZ 0.507 6700 Average 8 27 10 1996 NPhoenix
437500 AZ 1.559 13584 Average 6 39 15 1997 NPhoenix
585000 AZ 0.724 19100 Average 0 33 37 1996 NPhoenix
715000 AZ 1.827 32528 Average 32 28 32 1992 NPhoenix
487000 AZ 0.724 19100 Average 0 32 37 1995 NPhoenix
375000 AZ 1.051 26400 Average 44 20 43 1992 NPhoenix
5000000 AZ 6.35 243240 Average 264 20 264 1993 NPhoenix
950000 AZ 1.477 39600 Fair 0 21 66 1995 NPhoenix
111000 AZ 0.493 3328 Fair 0 30 6 1994 NPhoenix
500000 AZ 1.678 24700 Fair 0 28 26 1996 NPhoenix
274000 AZ 0.77 7100 Fair 5 39 11 1997 NPhoenix
117000 AZ 1.005 9089 Poor 0 29 15 1994 NPhoenix
1012960 AZ 1.493 51530 Average 0 12 74 1995 NPhoenix
127500 AZ 0.258 5004 Average 0 9 6 1993 NPhoenix
4500000 AZ 5.183 77639 Average 0 19 186 1997 NPhoenix
980925 AZ 3.876 87414 Average 0 7 99 1993 NPhoenix
1400000 AZ 4 40800 Average 0 34 48 1997 NPhoenix
490000 AZ 0.5 12864 Average 4 17 27 1990 NPhoenix
247313 AZ 0.354 13200 Average 0 8 18 1991 NPhoenix
395000 AZ 0.563 17400 Average 0 11 24 1994 NPhoenix
8850000 AZ 6.219 134380 Average 164 16 164 2000 Scottsdale
7285193 AZ 4.16 126204 Good 135 5 135 1993 Scottsdale
650000 AZ 2.75 33588 Average 20 37 36 2000 SWPhoenix
343000 AZ 0.558 8480 Fair 0 43 16 2000 SWPhoenix
400000 AZ 0.8047 12420 Fair 0 13 20 1998 SWPhoenix
935000 AZ 0.8366 22275 Average 14 31 32 1999 SWPhoenix
7979000 AZ 9.716 206080 Average 244 14 244 1999 SWPhoenix
350000 AZ 1.6488 10954 Fair 0 69 12 1999 SWPhoenix
347000 AZ 0.3581 8600 Average 10 27 8 2000 SWPhoenix
4176464 AZ 4.915 117370 Average 160 13 160 1999 SWPhoenix
6400000 AZ 15.211 140892 Average 160 10 160 1999 SWPhoenix
1669999 AZ 5 79200 Average 0 27 88 1990 SWPhoenix
181213 AZ 0.45 5880 Fair 0 30 8 1990 SWPhoenix
640000 AZ 3.038 30360 Fair 0 26 46 1997 SWPhoenix
6750000 AZ 11.402 248214 Average 295 9 300 1996 SWPhoenix
250800 AZ 0.87 16800 Poor 0 6 24 1990 SWPhoenix
148000 AZ 0.592 7560 Average 0 9 12 1994 SWPhoenix
555000 AZ 0.841 22375 Average 14 29 32 1997 SWPhoenix
102500 AZ 0.448 5548 Average 0 6 9 1991 SWPhoenix
2500000 AZ 7.928 134150 Good 260 9 255 1992 SWPhoenix
225000 AZ 1.648 11126 Fair 0 66 12 1996 SWPhoenix
4050000 AZ 8.867 205536 Good 227 6 224 1992 SWPhoenix
4500000 AZ 7.731 185220 Good 216 10 220 1994 SWPhoenix
2820000 AZ 4.915 114118 Good 160 6 160 1992 SWPhoenix
3900000 AZ 7.181 163200 Good 116 5 232 1991 SWPhoenix
950000 AZ 1.857 39015 Average 0 10 72 1996 SWPhoenix
4450000 AZ 6.478 146768 Average 304 15 213 1996 SWPhoenix
3400000 AZ 4.915 117370 Average 160 11 160 1997 SWPhoenix
650000 AZ 1.857 36944 Average 0 6 72 1992 SWPhoenix
125000 AZ 0.29 4736 Poor 0 45 11 1991 SWPhoenix
4800000 AZ 9.716 297280 Good 244 9 244 1994 SWPhoenix
3500000 AZ 6.936 143230 Average 95 6 216 1992 SWPhoenix
2900000 AZ 4.576 81096 Average 112 12 112 1997 NWCities
1835000 AZ 11.166 69678 Average 97 11 72 1995 NWCities
225000 AZ 0.79 10400 Average 0 14 13 1994 SWPhoenix
499000 AZ 1.8241 19890 Average 0 35 24 1999 SWPhoenix
560000 AZ 0.9258 15552 Average 0 13 24 1999 SWPhoenix
1840000 AZ 2.3 51200 Average 60 15 64 2000 SWPhoenix
350000 AZ 3.705 13013 Fair 0 67 20 1997 SWPhoenix
112000 AZ 0.637 5454 Fair 4 33 8 1992 SWPhoenix
540000 AZ 0.926 18000 Average 0 7 24 1993 SWPhoenix
612000 AZ 1.667 38250 Average 0 9 45 1994 SWPhoenix
110000 AZ 0.393 7128 Average 0 6 8 1990 SWPhoenix
131000 AZ 0.628 5800 Fair 0 52 12 1993 SWPhoenix
116918 AZ 0.924 4000 Average 0 33 10 1992 SWPhoenix
425000 AZ 1.52 30976 Average 30 21 30 1995 SWPhoenix
7500000 AZ 11.268 192900 Good 242 5 242 1992 SWPhoenix
19650000 AZ 47.08 553016 Good 600 3 600 1991 SWPhoenix
136000 AZ 0.17 3150 Fair 0 34 7 1991 Scottsdale
1180000 AZ 1.1141 20512 Average 26 35 26 1999 Tempe
1390000 AZ 0.923 31200 Average . 37 40 2001 Tempe
1125000 AZ 0.629 18024 Average 0 29 24 2000 Tempe
1630000 AZ 1.3085 29014 Average 60 29 60 1999 Tempe
285000 AZ 0.3845 4296 Fair 8 39 8 1999 Tempe
263200 AZ 0.3802 6099 Fair 0 35 8 1999 Tempe
515000 AZ 1.8936 9620 Fair 0 38 20 1998 Tempe
375000 AZ 0.5693 6292 Fair . 43 14 2000 Tempe
440000 AZ 0.2991 6303 Average 0 21 14 1999 Tempe
11800000 AZ 8.7 204044 Average . 26 244 2000 Tempe
851064 AZ 0.9444 16581 Average 20 10 20 1998 Tempe
1285000 AZ 2.1434 14380 Fair 0 14 26 1999 Tempe
325000 AZ 0.3835 5147 Average 8 40 8 2000 Tempe
299900 AZ 0.51 7468 Average 0 22 8 1999 Tempe
750000 AZ 1.1308 17179 Average 26 37 28 2000 Tempe
275000 AZ 0.396 5500 Fair 0 40 10 1999 Tempe
2280000 AZ 1.743 29014 Average 60 30 60 2000 Tempe
1265000 AZ 0.8264 24524 Average 40 35 40 1998 Tempe
675000 AZ 1.0798 15456 Fair 24 30 24 1998 Tempe
309000 AZ 0.2854 4000 Fair 8 36 8 1999 Tempe
572000 AZ 0.5085 10474 Average 0 29 12 2000 Tempe
1250000 AZ 0.9917 23728 Average 0 39 30 1999 Tempe
2200000 AZ 2.349 36480 Average 20 18 55 1999 Tempe
3150000 AZ 2.4386 43256 Average 54 13 54 1998 Tempe
5500000 AZ 3.9933 69592 Average . 14 88 2001 Tempe
8800000 AZ 7.407 132000 Average 160 12 160 2000 Tempe
152000 AZ 0.31 4840 Average 0 30 8 1990 Tempe
210000 AZ 0.399 5444 Average 10 31 10 1995 Tempe
405000 AZ 0.975 19125 Average 0 34 28 1993 Tempe
4625000 AZ 6.44 146980 Average 16 35 181 1997 Tempe
1500000 AZ 2.082 39600 Average 48 24 44 1997 Tempe
400000 AZ 0.75 10152 Average 0 7 12 1990 Tempe
105000 AZ 0.19 2275 Fair 0 33 7 1990 Tempe
105000 AZ 0.23 3240 Fair 4 32 5 1990 Tempe
150000 AZ 0.29 3584 Fair 0 32 8 1990 Tempe
430967 AZ 0.56 13200 Fair 0 29 24 1990 Tempe
437000 AZ 0.682 9300 Average 16 37 18 1997 Tempe
329927 AZ 0.72 12495 Average 0 19 15 1990 Tempe
225000 AZ 0.57 6292 Fair 0 29 14 1990 Tempe
4300000 AZ 7.389 126312 Good 190 8 188 1993 Tempe
285000 AZ 0.58 10200 Good 12 5 12 1990 Tempe
107000 AZ 0.27 2765 Average 0 35 5 1990 Tempe
280000 AZ 0.87 6324 Fair 0 56 10 1996 Tempe
351000 AZ 1.114 20512 Average 0 31 26 1995 Tempe
128991 AZ 0.475 5440 Fair 8 28 8 1992 Tempe
117000 AZ 0.232 3250 Average 12 35 5 1993 Tempe
420000 AZ 0.641 8888 Average 0 39 19 1996 Tempe
165000 AZ 0.499 6800 Average 0 36 12 1993 Tempe
375000 AZ 0.767 10304 Average 16 33 16 1996 Tempe
420000 AZ 0.591 10597 Average 0 35 17 1996 Tempe
190000 AZ 0.331 5568 Average 8 22 8 1994 Tempe
218000 AZ 0.347 6600 Average 11 35 9 1996 Tempe
271716 AZ 0.625 9468 Average 11 31 18 1991 Tempe
315000 AZ 0.202 9600 Good 0 8 12 1991 Tempe
210000 AZ 0.214 5700 Average 0 7 6 1991 Tempe
175000 AZ 0.595 6292 Average 0 39 14 1994 Tempe
170000 AZ 0.497 6400 Average 0 8 8 1992 Tempe
900000 AZ 1.438 25640 Average 50 14 40 1994 Tempe
351000 AZ 0.563 11400 Average 0 6 12 1991 Tempe
109000 AZ 0.358 6148 Average 0 8 8 1992 Tempe
565000 AZ 0.7 16392 Average 0 30 28 1994 Tempe
169900 AZ 0.519 7440 Fair 0 18 8 1995 Tempe
680000 AZ 0.88 32172 Average 18 28 39 1991 Tempe
710000 AZ 0.924 26098 Average 0 34 36 1996 Tempe
202500 AZ 0.321 5000 Average 8 32 7 1996 Tempe
194800 AZ 0.321 5000 Average 7 32 7 1996 Tempe
385000 AZ 0.924 25774 Average 15 32 37 1994 Tempe
200000 AZ 0.382 5400 Fair 4 32 8 1996 Tempe
370000 AZ 0.505 10350 Fair 15 36 15 1996 Tempe
960000 AZ 1.466 26881 Good 0 7 38 1991 Tempe
240000 AZ 0.331 5565 Average 8 24 8 1996 Tempe
1562500 AZ 1.377 43575 Average 57 26 63 1997 Tempe
2900000 AZ 2.824 51035 Average 64 16 72 1997 Tempe
146500 AZ 0.308 4840 Average 0 32 8 1992 Tempe
552000 AZ 0.628 11142 Average 12 6 12 1992 Tempe
3220000 AZ 9.089 120875 Average 161 10 161 1992 Tempe
4000000 AZ 9.92 176216 Average 164 21 181 1993 Tempe
600000 AZ 0.925 16000 Average 0 16 20 1995 Tempe
3700000 AZ 4.428 69750 Average 86 9 75 1997 Tempe
192360 AZ 0.335 6400 Fair 8 22 8 1994 Tempe
825000 AZ 1.177 30620 Average 0 23 42 1994 Tempe
1650000 AZ 1.923 39780 Average 0 32 76 1995 Tempe
160500 AZ 0.233 6015 Average 6 35 8 1994 Tempe
228600 AZ 0.335 6400 Average 6 24 8 1996 Tempe
7500000 AZ 10.094 121712 Average 187 11 144 1997 Tempe
475000 AZ 0.585 11012 Fair 12 9 12 1996 Tempe
11917045 AZ 13.676 252216 Good 292 12 292 1995 Tempe
600000 AZ 0.9711 16144 Average 21 40 20 1999 Mesa
750000 AZ 0.6796 16505 Average 0 29 21 1999 Mesa
276000 AZ 0.4307 5806 Average 4 18 6 1998 Mesa
255000 AZ 0.4307 4176 Average 0 17 6 1999 Mesa
430000 AZ 0.3443 8424 Average 0 37 20 2000 Mesa
1200000 AZ 1.5152 23213 Average 0 29 30 2000 Mesa
415000 AZ 0.548 11592 Average . 34 27 1998 Mesa
494700 AZ 0.7154 11292 Fair 0 35 12 1998 Mesa
1255000 AZ 0.9883 27378 Good 0 26 30 1999 Mesa
720000 AZ 1.11 20000 Average 29 24 28 1999 Mesa
271000 AZ 0.4571 7068 Fair 0 27 10 1999 Mesa
1400000 AZ 2.5713 37200 Fair 0 28 48 1999 Mesa
282000 AZ 0.2582 6048 Average 8 13 8 1998 Mesa
1020000 AZ 1.44 22928 Average 0 15 28 1999 Mesa
19500000 AZ 18.717 387744 Average 0 26 480 1999 Mesa
289800 AZ 0.2364 6176 Fair 8 17 8 1998 Mesa
568000 AZ 1.1146 12576 Fair 0 14 16 1998 Mesa
438000 AZ 0.6198 9477 Fair 0 16 12 1999 Mesa
426000 AZ 0.7662 8274 Average 12 23 12 2000 Mesa
320000 AZ 0.5641 5850 Average 9 31 9 2000 Mesa
324000 AZ 0.404 5106 Average 8 37 8 2000 Mesa
600000 AZ 1.0017 12272 Average 0 16 16 1999 Mesa
708000 AZ 1.0013 12272 Fair 24 17 16 2000 Mesa
2200000 AZ 2.728 52000 Average 80 16 80 2000 Mesa
680000 AZ 0.776 15050 Average 16 13 16 1999 Mesa
365000 AZ 0.3128 7200 Average 0 20 10 2000 Mesa
341250 AZ 0.3857 6528 Fair 8 17 8 2000 Mesa
697500 AZ 1.2167 14208 Fair 0 12 18 1999 Mesa
1250000 AZ 2.611 57818 Average . 38 66 1998 Mesa
260000 AZ 0.3444 8424 Fair 0 36 20 1999 Mesa
2700000 AZ 2.734 66660 Fair 0 16 90 2000 Mesa
1600000 AZ 2.5734 38576 Fair . 30 48 2001 Mesa
740000 AZ 1.144 22928 Average 0 14 28 1998 Mesa
23000000 AZ 18.498 391178 Average 474 15 472 2000 Mesa
3100000 AZ 2.358 55860 Average 74 17 72 1998 Mesa
300000 AZ 0.4775 7416 Fair 12 27 10 2000 Mesa
458000 AZ 0.8139 12985 Poor 16 28 16 2000 Mesa
500000 AZ 0.4025 8624 Average 16 11 8 1998 Mesa
1320000 AZ 1.483 30470 Average 0 16 44 1999 Mesa
209000 AZ 0.32 8200 Good 8 17 8 1990 Mesa
106000 AZ 0.27 3500 Average 5 31 7 1990 Mesa
550000 AZ 1.53 15834 Fair 0 37 21 1996 Mesa
1100000 AZ 1.86 50210 Fair 0 28 99 1997 Mesa
147000 AZ 0.64 5763 Poor 0 60 8 1990 Mesa
226979 AZ 0.4 12476 Poor 0 78 38 1990 Mesa
228000 AZ 0.51 4534 Average 6 22 9 1995 Mesa
880000 AZ 0.987 31200 Average 0 24 30 1997 Mesa
11185200 AZ 18.35 394900 Excellent 360 4 360 1990 Mesa
4500000 AZ 8.13 117768 Good 156 4 152 1990 Mesa
5080000 AZ 6.89 120400 Good 144 4 148 1990 Mesa
200000 AZ 0.27 6160 Good 0 5 8 1990 Mesa
262000 AZ 0.55 10368 Good 0 4 12 1990 Mesa
561000 AZ 0.81 18964 Good 0 5 24 1990 Mesa
4413825 AZ 6.94 127344 Good 190 4 192 1990 Mesa
6715800 AZ 10.92 231910 Good 222 4 222 1990 Mesa
1900000 AZ 2.66 52000 Good 52 2 52 1990 Mesa
120239 AZ 0.161 6800 Average 0 6 8 1990 Mesa
199000 AZ 0.233 6868 Average 0 14 16 1992 Mesa
240000 AZ 0.277 6880 Average 42 14 8 1995 Mesa
142000 AZ 0.273 4764 Average 0 10 6 1994 Mesa
280000 AZ 1.55 14528 Average 16 6 16 1990 Mesa
280000 AZ 0.3 14528 Average 16 7 16 1990 Mesa
9125000 AZ 11.693 186176 Average 256 11 256 1997 Mesa
302625 AZ 0.51 10080 Fair 0 9 12 1990 Mesa
145000 AZ 0.36 6688 Poor 0 10 8 1990 Mesa
173864 AZ 0.39 4750 Average 5 7 5 1990 Mesa
104000 AZ 0.494 3700 Average 0 16 5 1991 Mesa
184000 AZ 0.745 3884 Fair 8 56 11 1996 Mesa
315000 AZ 0.546 11700 Average 0 8 12 1994 Mesa
195000 AZ 0.593 3296 Average 8 21 8 1993 Mesa
118400 AZ 0.387 4882 Average 7 20 6 1991 Mesa
290000 AZ 0.689 7800 Average 10 33 10 1994 Mesa
237500 AZ 0.454 7908 Average 8 33 8 1996 Mesa
240000 AZ 0.187 8460 Average 0 13 12 1994 Mesa
286187 AZ 0.703 11100 Average 12 31 12 1994 Mesa
349546 AZ 1.104 12640 Average 8 33 16 1993 Mesa
500000 AZ 1.53 15834 Average 0 37 21 1996 Mesa
1127500 AZ 1.62 39350 Average 0 17 89 1991 Mesa
120000 AZ 0.172 4020 Average 0 13 7 1994 Mesa
118000 AZ 0.632 6112 Average 4 20 8 1992 Mesa
148000 AZ 0.582 5340 Average 8 21 8 1993 Mesa
370000 AZ 0.751 12100 Fair 1 49 20 1994 Mesa
212000 AZ 0.427 5040 Good 0 14 9 1994 Mesa
149528 AZ 0.366 4900 Average 0 8 5 1993 Mesa
725000 AZ 1.726 27048 Average 0 16 35 1995 Mesa
850000 AZ 3.682 49500 Fair 0 24 55 1993 Mesa
650000 AZ 2.531 23886 Fair 28 28 42 1993 Mesa
340000 AZ 0.485 7040 Good 0 4 8 1990 Mesa
960000 AZ 1.336 21020 Good 44 9 43 1994 Mesa
675000 AZ 1.02 21020 Good 44 8 43 1993 Mesa
336000 AZ 0.955 10800 Good 0 9 12 1992 Mesa
183000 AZ 0.258 6240 Good 8 9 8 1994 Mesa
174000 AZ 0.245 6048 Average 8 9 8 1994 Mesa
209800 AZ 0.554 6240 Average 0 8 8 1992 Mesa
285000 AZ 0.372 6800 Average 0 11 8 1996 Mesa
238920 AZ 0.421 6868 Average 0 14 16 1992 Mesa
230000 AZ 0.344 6896 Average 0 13 8 1995 Mesa
360000 AZ 0.771 12864 Average 0 10 16 1994 Mesa
3200000 AZ 6.036 134396 Average 0 13 196 1992 Mesa
793000 AZ 1.935 36000 Average 0 9 52 1994 Mesa
292500 AZ 0.314 7200 Average 0 17 10 1997 Mesa
226302 AZ 0.556 6288 Fair 0 11 8 1995 Mesa
277500 AZ 0.832 10200 Fair 0 8 12 1992 Mesa
229000 AZ 0.601 7200 Average 0 8 8 1996 Mesa
150000 AZ 0.491 5968 Fair 0 17 7 1996 Mesa
172000 AZ 0.682 7680 Good 0 11 8 1993 Mesa
171000 AZ 0.879 7452 Good 0 40 17 1995 Mesa
160000 AZ 0.433 3506 Average 5 40 9 1995 Mesa
191385 AZ 0.38 5211 Average 0 50 10 1995 Mesa
150000 AZ 0.574 5600 Average 2 36 8 1995 Mesa
183000 AZ 0.545 5200 Average 7 32 8 1992 Mesa
195000 AZ 0.461 6800 Average 8 32 8 1994 Mesa
185000 AZ 0.545 4800 Average 8 34 8 1994 Mesa
355000 AZ 1.144 13699 Average 15 33 16 1996 Mesa
180000 AZ 0.723 7240 Fair 6 36 11 1991 Mesa
255955 AZ 0.209 6000 Average 0 8 8 1994 Mesa
142186 AZ 0.551 8800 Average 0 30 8 1992 Mesa
243000 AZ 0.203 6800 Average 0 14 8 1996 Mesa
2512000 AZ 3.23 67984 Average 134 23 112 1996 Mesa
209200 AZ 0.344 8480 Average 0 31 20 1994 Mesa
150000 AZ 0.521 11370 Average 15 20 18 1993 Mesa
210000 AZ 0.5 9120 Fair 0 34 8 1996 Mesa
950000 AZ 1.803 29100 Fair 40 34 40 1997 Mesa
285000 AZ 0.344 7958 Good 9 11 8 1995 Mesa
1175000 AZ 9 39219 Good 37 6 154 1991 Mesa
540000 AZ 1.108 15275 Average 29 21 28 1996 Mesa
140000 AZ 0.761 5038 Average 7 68 10 1993 Mesa
2265625 AZ 3.358 67356 Average 96 19 96 1992 Mesa
3400973 AZ 3.864 102600 Average 120 14 120 1994 Mesa
3000000 AZ 6.282 132098 Average 211 15 222 1993 Mesa
1150000 AZ 2.734 64720 Average 0 9 88 1993 Mesa
2705000 AZ 3.294 74820 Average 86 17 86 1996 Mesa
141494 AZ 0.5 3897 Fair 2 17 5 1991 Mesa
240000 AZ 0.236 6176 Good 8 14 8 1995 Mesa
2925000 AZ 5.25 103040 Good 112 5 112 1992 Mesa
3850000 AZ 6.618 113312 Good 132 8 128 1994 Mesa
3494172 AZ 6.618 107856 Good 141 6 128 1992 Mesa
5364845 AZ 7.018 134292 Average 154 7 152 1993 Mesa
408000 AZ 0.395 8920 Average 4 12 18 1997 Mesa
1850000 AZ 2.801 72000 Average 72 23 80 1995 Mesa
3525000 AZ 6.29 67648 Average 112 11 112 1997 Mesa
150000 AZ 0.646 8243 Average 0 45 17 1995 Mesa
185000 AZ 0.481 8500 Average 12 36 12 1995 Mesa
2650000 AZ 3.694 94145 Fair 0 23 158 1994 Mesa
865000 AZ 2.875 57340 Poor 0 34 66 1994 Mesa
385000 AZ 0.669 11010 Average 0 26 17 1994 Mesa
200000 AZ 0.391 6420 Good 16 7 6 1993 Mesa
280405 AZ 0.258 7200 Good 0 8 8 1995 Mesa
2000000 AZ 2.454 41800 Good 46 7 44 1993 Mesa
550000 AZ 0.739 14900 Good 0 60 20 1995 Mesa
3400000 AZ 3.958 89786 Good 84 8 84 1994 Mesa
11675000 AZ 28.813 472492 Good 406 7 406 1992 Mesa
4600000 AZ 8.119 163395 Good 93 5 255 1991 Mesa
320000 AZ 0.41 8400 Average 14 7 14 1994 Mesa
605000 AZ 0.744 15720 Average 0 13 24 1996 Mesa
286000 AZ 0.469 8624 Average 16 6 8 1992 Mesa
500000 AZ 1.108 20424 Average 26 7 24 1992 Mesa
247000 AZ 0.367 7412 Average 8 7 8 1994 Mesa
1150000 AZ 1.359 31500 Average 45 11 45 1995 Mesa
290000 AZ 0.472 6378 Good 8 9 8 1991 Mesa
205000 AZ 0.581 6000 Average 8 18 8 1992 Mesa
161000 AZ 0.415 6418 Average 6 34 7 1995 Mesa
212500 AZ 0.581 6000 Average 8 22 8 1996 Mesa
5000000 AZ 6.208 108341 Good 160 8 154 1995 Mesa
5760928 AZ 6.881 114436 Good 148 8 148 1994 Mesa
5735000 AZ 6.282 135294 Good 222 17 222 1995 Mesa
13575000 AZ 16.087 300164 Good 316 8 316 1995 Mesa
325000 AZ 1 11600 Average 0 30 27 1994 Mesa
305000 AZ 0.421 8400 Good 14 4 14 1991 Mesa
515000 AZ 0.5273 12432 Average 16 35 16 2000 Chandler
350000 AZ 0.49 7941 Average 10 35 10 1999 Chandler
400000 AZ 0.8315 11727 Average 12 12 14 1998 Chandler
360000 AZ 0.9287 13636 Fair 2 12 18 1998 Chandler
775000 AZ 1.344 16800 Fair . 15 16 1998 Chandler
370000 AZ 0.5269 9196 Fair 10 36 10 2000 Chandler
358000 AZ 0.6703 7356 Fair 8 18 8 2000 Chandler
390000 AZ 0.96 10200 Average 0 48 18 1997 Chandler
890000 AZ 0.735 16800 Average 32 15 16 1997 Chandler
300000 AZ 1.33 20704 Fair 0 26 36 1990 Chandler
100000 AZ 0.34 2920 Average 0 45 6 1990 Chandler
285000 AZ 0.343 7634 Average 0 47 13 1995 Chandler
475000 AZ 0.445 11525 Average 12 13 12 1997 Chandler
456000 AZ 1.72 10470 Fair 0 16 16 1996 Chandler
135000 AZ 1.181 6960 Fair 0 49 14 1992 Chandler
156000 AZ 0.372 4590 Good 1 6 7 1993 Chandler
129456 AZ 0.283 4180 Average 0 13 6 1992 Chandler
340000 AZ 2.603 16016 Average 0 32 28 1992 Chandler
295000 AZ 0.526 7600 Average 8 34 8 1997 Chandler
200000 AZ 0.734 7600 Average 0 46 13 1995 Chandler
186000 AZ 0.402 5250 Average 0 18 6 1996 Chandler
210000 AZ 1.302 20104 Fair 0 33 28 1991 Chandler
175000 AZ 1.136 11280 Fair 8 56 20 1992 Chandler
3400000 AZ 11.134 151831 Good 176 7 176 1992 Chandler
1150000 AZ 2.22 26734 Average 0 24 42 1997 Chandler
337800 AZ 0.71 13986 Average 0 19 20 1990 Chandler
146500 AZ 0.517 4450 Poor 0 40 30 1992 Chandler
2150000 AZ 6.575 122860 Average 172 9 172 1993 CentPhoenix
965000 AZ 1.865 23940 Average 0 27 44 2000 NWCities
570000 AZ 1.286 18884 Average 12 37 23 1999 NWCities
270000 AZ 0.44 4900 Average 0 29 12 1999 NWCities
320000 AZ 0.991 10976 Fair 0 39 15 1999 NWCities
300000 AZ 0.3099 5632 Fair 0 28 8 2000 NWCities
1550000 AZ 1.713 36000 Average 50 15 56 2000 NWCities
292000 AZ 0.5269 7056 Fair . 23 10 1998 NWCities
7400000 AZ 11.706 227491 Fair 96 27 329 2000 NWCities
5050000 AZ 4.4206 153081 Average 156 25 159 2000 NWCities
3440000 AZ 4.5919 81096 Average 112 13 112 1998 NWCities
950000 AZ 2.2369 25960 Average 30 30 30 1998 NWCities
385000 AZ 0.838 10324 Average 0 54 21 1999 NWCities
848400 AZ 1.84 28180 Average 35 36 40 2000 NWCities
4785000 AZ 17.38 179050 Average 132 37 205 2000 NWCities
580000 AZ 1.6293 14940 Average 24 37 26 1999 NWCities
650000 AZ 1.36 23556 Average 0 15 28 1998 NWCities
352000 AZ 0.3214 8892 Fair 0 35 15 2000 NWCities
3450000 AZ 9.05 107440 Average 0 28 150 1999 NWCities
958000 AZ 1 25480 Average 0 36 28 2000 NWCities
397000 AZ 0.9183 11040 Fair 16 19 16 1999 NWCities
725000 AZ 1.5444 24185 Average 22 25 24 1999 NWCities
648000 AZ 1.545 15456 Average 0 25 24 1999 NWCities
884000 AZ 0.8576 20210 Average 30 15 26 2000 NWCities
1750000 AZ 2.483 49316 Average 40 13 70 1998 NWCities
3200000 AZ 3.758 65736 Average . 21 108 2000 NWCities
3800000 AZ 4.233 98710 Average 107 25 138 2000 NWCities
460000 AZ 1.1008 17394 Average 0 11 18 1998 NWCities
500000 AZ 1.1384 12848 Fair 0 18 20 2000 NWCities
175000 AZ 0.44 7450 Average 0 20 12 1990 NWCities
580000 AZ 1.84 28180 Fair 2 26 40 1990 NWCities
1455000 AZ 7.94 114752 Good 128 7 128 1990 NWCities
310000 AZ 0.933 8448 Fair 0 39 22 1997 NWCities
3355257 AZ 4.429 95200 Good 102 5 112 1990 NWCities
8500000 AZ 10.01 272800 Good 0 4 304 1990 NWCities
3150000 AZ 4.754 84462 Good 140 9 139 1992 NWCities
2000000 AZ 5.3 109000 Good 142 6 130 1990 NWCities
3564000 AZ 9.75 159084 Good 180 6 198 1990 NWCities
312264 AZ 2.28 12708 Average 0 5 20 1990 NWCities
6962500 AZ 9.75 159084 Average 234 13 198 1997 NWCities
385000 AZ 1.51 24080 Good 0 5 28 1990 NWCities
165963 AZ 0.649 5426 Poor 3 44 11 1994 NWCities
150000 AZ 0.351 3078 Average 2 31 10 1994 NWCities
112000 AZ 0.329 3900 Average 0 17 8 1993 NWCities
145000 AZ 0.497 4920 Average 6 20 6 1993 NWCities
133500 AZ 1.107 5500 Average 0 34 7 1993 NWCities
110000 AZ 0.329 4176 Fair 0 16 8 1992 NWCities
210427 AZ 0.838 10300 Fair 0 47 21 1992 NWCities
1650000 AZ 9.037 132910 Fair 0 33 160 1996 NWCities
