"Fatal","Year","DOW","Hour","Mod_year","Height","Weight","DWI","Age","Car.Type","Day","Drugs","Drink","Light","Month","Belt","Route","Sex","Speed.Related","Speed.Limit","Road.Conditions","Road.Type","Distracted"
0,2012,7,23,2004,72,190,0,61,"Standard Truck",11,"No (drugs not involved)","No","Dark - Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,18,2004,62,126,0,22,"Jeep",5,"No (drugs not involved)","Yes","Daylight","August","Shoulder and Lap Belt Used","County Road","Female","No",50,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,11,1993,72,230,0,67,"Motorcycle",13,"Unknown","Yes","Daylight","August","DOT-Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,17,2000,65,187,0,40,"Small Truck",15,"No (drugs not involved)","Yes","Daylight","July","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,16,2004,70,170,0,52,"Standard Truck",22,"No (drugs not involved)","Yes","Daylight","July","None Used-Motor Vehicle Occupant","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,1,2000,70,145,0,41,"4-Door Sedan",12,"Unknown","Yes","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,17,1993,67,130,0,19,"2-Door Sedan",27,"Yes (drugs involved)","No","Daylight","July","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,2,18,1988,74,325,0,34,"Standard Truck",18,"No (drugs not involved)","No","Daylight","June","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
0,2012,1,18,2013,62,120,0,54,"Jeep",8,"No (drugs not involved)","No","Daylight","July","Shoulder and Lap Belt Used","State Highway","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Distracted"
1,2012,7,0,2000,65,158,0,24,"4-Door Sedan",28,"Unknown","No","Dark - Lighted","July","Shoulder and Lap Belt Used","County Road","Male","Yes",40,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,20,2004,70,170,0,40,"Motorcycle",5,"Yes (drugs involved)","Yes","Dark - Lighted","August","Other Helmet","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,7,21,2008,69,165,0,22,"Motorcycle",11,"No (drugs not involved)","Yes","Dark - Lighted","August","Other Helmet","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,7,19,1996,67,185,0,39,"2-Door Sedan",14,"No (drugs not involved)","Yes","Daylight","July","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,4,12,2010,72,170,0,19,"Small Truck",1,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,3,1991,66,205,0,22,"4-Door Sedan",20,"Unknown","No","Dark - Lighted","June","None Used-Motor Vehicle Occupant","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,6,2003,62,120,0,24,"Convertible",12,"Yes (drugs involved)","Yes","Daylight","August","None Used-Motor Vehicle Occupant","Interstate","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,3,1,1993,65,160,0,57,"2-Door Sedan",21,"No (drugs not involved)","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","State Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,3,23,2005,64,125,0,16,"Convertible",7,"No (drugs not involved)","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Female","Yes",25,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,19,1989,69,185,0,45,"2-Door Sedan",22,"Unknown","Yes","Daylight","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,1,17,1983,69,210,0,36,"Motorcycle",12,"No (drugs not involved)","Yes","Daylight","August","No Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,21,1982,70,185,0,62,"Standard Truck",29,"No (drugs not involved)","No","Dark - Lighted","July","Lap Belt Only Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,1,1995,71,145,0,18,"4-Door Sedan",12,"Yes (drugs involved)","Yes","Dark - Not Lighted","August","Shoulder and Lap Belt Used","Interstate","Male","Yes",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,2,16,1992,70,200,0,59,"Motorcycle",13,"Unknown","No","Daylight","August","Other Helmet","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,23,2005,73,250,0,46,"Standard Truck",12,"Unknown","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",50,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,2,19,2002,68,140,0,18,"Small Truck",6,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,10,2007,67,170,0,20,"Other",29,"Yes (drugs involved)","No","Daylight","June","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,2,18,2006,70,210,0,55,"Other",13,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","County Road","Male","Yes",35,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
0,2012,3,20,1999,67,170,0,30,"Convertible",14,"No (drugs not involved)","No","Dark - Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,5,22,2002,68,135,0,17,"Jeep",26,"No (drugs not involved)","No","Dark - Lighted","July","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,3,21,2009,65,140,0,23,"Jeep",7,"Yes (drugs involved)","Yes","Dark - Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Female","Yes",45,"Dry","Two-Way, Not Divided","Distracted"
0,2012,3,21,1997,72,260,0,42,"Large Van",14,"No (drugs not involved)","No","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","U.S. Highway","Male","No",40,"Dry","Two-Way, Not Divided","Unknown"
0,2012,3,21,2000,69,125,0,18,"Standard Truck",14,"No (drugs not involved)","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Distracted"
0,2012,3,22,2012,62,115,0,27,"4-Door Sedan",14,"No (drugs not involved)","No","Dark - Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",40,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,4,21,1999,66,138,0,51,"Other",15,"No (drugs not involved)","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","State Highway","Male","Yes",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,5,20,1992,71,215,0,56,"4-Door Sedan",16,"No (drugs not involved)","No","Dark - Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,21,2006,66,160,0,84,"4-Door Sedan",4,"No (drugs not involved)","No","Dark - Lighted","July","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,5,3,1995,71,160,0,18,"2-Door Sedan",2,"No (drugs not involved)","Yes","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,5,6,2001,65,132,0,23,"Jeep",2,"Unknown","No","Daylight","August","None Used-Motor Vehicle Occupant","Interstate","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,8,1990,69,178,0,17,"4-Door Sedan",17,"Yes (drugs involved)","Yes","Daylight","March","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided","Unknown"
0,2012,2,7,1997,69,235,0,29,"Standard Truck",20,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,15,1992,71,255,0,50,"Motorcycle",24,"Unknown","No","Daylight","June","Other Helmet","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,5,17,1997,67,220,0,48,"Small Truck",22,"Unknown","No","Daylight","March","Shoulder and Lap Belt Used","County Road","Male","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,1,22,2002,68,145,0,20,"2-Door Sedan",24,"Unknown","No","Dark - Not Lighted","June","None Used-Motor Vehicle Occupant","State Highway","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,5,7,2008,66,145,0,52,"Jeep",16,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,19,1998,63,150,0,37,"Minivan",9,"No (drugs not involved)","No","Dark - Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,6,10,2005,72,205,0,58,"2-Door Sedan",17,"No (drugs not involved)","Yes","Daylight","August","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
0,2012,6,11,2012,66,178,0,25,"4-Door Sedan",3,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,3,16,2010,74,220,0,57,"4-Door Sedan",21,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,2,16,2004,63,130,0,64,"Standard Truck",23,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",30,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
0,2012,3,5,2005,64,120,0,21,"4-Door Sedan",17,"Yes (drugs involved)","No","Dark - Lighted","April","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,19,2011,73,180,0,32,"Motorcycle",9,"Yes (drugs involved)","Yes","Dark - Lighted","August","Other Helmet","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,12,2008,70,210,0,57,"Motorcycle",17,"Unknown","Yes","Daylight","August","Other Helmet","State Highway","Male","No",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,0,2012,68,195,0,41,"4-Door Sedan",18,"No (drugs not involved)","No","Dark - Lighted","August","Shoulder and Lap Belt Used","Interstate","Male","Yes",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,7,23,1997,73,260,0,20,"Convertible",23,"No (drugs not involved)","No","Dark - Not Lighted","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",30,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,3,21,2002,62,195,0,49,"4-Door Sedan",24,"No (drugs not involved)","No","Dark - Lighted","April","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",65,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,4,21,2006,71,165,0,42,"2-Door Sedan",25,"No (drugs not involved)","Yes","Dark - Lighted","July","Unknown","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,4,15,1999,69,165,0,36,"Minivan",4,"No (drugs not involved)","Yes","Daylight","July","Shoulder and Lap Belt Used","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,12,1996,72,180,0,42,"Truck-Tractor",20,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,1,2000,70,290,0,64,"4-Door Sedan",14,"Unknown","No","Dark - Lighted","July","Shoulder and Lap Belt Used","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,22,2003,66,160,0,34,"Small Truck",25,"Unknown","Yes","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","State Highway","Male","No",65,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,16,2002,67,180,0,45,"4-Door Sedan",22,"No (drugs not involved)","Yes","Daylight","July","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,23,2004,68,190,0,41,"Small Truck",25,"Unknown","Yes","Dark - Not Lighted","August","Shoulder and Lap Belt Used","State Highway","Female","Yes",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,5,15,1994,67,190,0,78,"Motorcycle",9,"No (drugs not involved)","No","Daylight","August","Other Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,19,2004,74,230,0,31,"Small Truck",19,"Unknown","No","Dusk","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,2,8,2012,70,180,0,69,"Motorcycle",13,"No (drugs not involved)","No","Daylight","February","Other Helmet","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,19,1990,64,150,0,24,"Small Truck",19,"Unknown","No","Daylight","August","None Used-Motor Vehicle Occupant","County Road","Female","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,17,2000,71,200,0,20,"2-Door Sedan",11,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,10,2001,65,180,0,61,"Jeep",18,"No (drugs not involved)","No","Daylight","August","Unknown","Local Street - Municipality","Female","No",25,"Dry","Two-Way, Not Divided","Distracted"
1,2012,3,20,1997,64,105,0,22,"4-Door Sedan",22,"No (drugs not involved)","Yes","Dark - Not Lighted","May","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,8,2004,63,200,0,57,"Small Truck",6,"Unknown","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Female","Unknown",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,4,1,2000,69,156,0,43,"Truck-Tractor",15,"Unknown","No","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","State Highway","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,21,2008,60,135,0,38,"Standard Truck",13,"No (drugs not involved)","Yes","Dark - Lighted","May","Shoulder and Lap Belt Used","Interstate","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,4,21,2000,61,175,0,67,"Jeep",22,"No (drugs not involved)","No","Dark - Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",45,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
1,2012,1,6,2000,72,265,0,39,"Motorcycle",1,"No (drugs not involved)","No","Daylight","July","Other Helmet","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,5,11,2003,71,203,0,35,"Motorcycle",26,"No (drugs not involved)","No","Daylight","July","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,3,3,2006,69,190,0,43,"Standard Truck",21,"Unknown","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","U.S. Highway","Male","No",65,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,17,2011,73,210,0,30,"Motorcycle",2,"No (drugs not involved)","No","Daylight","August","Other Helmet","State Highway","Male","Yes",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,3,2001,69,200,0,33,"Station Wagon",20,"Yes (drugs involved)","No","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","Interstate","Male","Yes",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,4,7,2008,67,140,0,43,"4-Door Sedan",30,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Female","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,4,14,2005,67,160,0,35,"Truck-Tractor",16,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,7,16,1991,65,130,0,22,"4-Door Sedan",18,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","County Road","Female","No",45,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,5,19,1998,66,190,0,40,"Jeep",16,"Unknown","Yes","Daylight","August","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,99,1993,72,186,0,31,"Small Truck",27,"No (drugs not involved)","Yes","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","County Road","Male","No",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,14,2001,62,165,0,59,"Standard Truck",28,"Unknown","Yes","Daylight","August","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,14,2012,68,150,0,28,"4-Door Sedan",10,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,5,0,1999,68,180,0,26,"4-Door Sedan",30,"Yes (drugs involved)","Yes","Dark - Not Lighted","August","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Distracted"
0,2012,7,12,2003,72,155,0,33,"Standard Truck",28,"No (drugs not involved)","Yes","Daylight","July","None Used-Motor Vehicle Occupant","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,5,11,2007,64,121,0,25,"4-Door Sedan",9,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","State Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Distracted"
0,2012,7,18,2008,72,160,0,27,"Motorcycle",7,"No (drugs not involved)","No","Daylight","July","Other Helmet","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,13,2005,71,195,0,32,"4-Door Sedan",18,"Unknown","Yes","Daylight","August","Shoulder and Lap Belt Used","U.S. Highway","Male","Unknown",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,7,20,2010,70,150,0,21,"Motorcycle",18,"Unknown","No","Dark - Not Lighted","August","Other Helmet","Interstate","Male","Yes",70,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,7,20,2003,71,220,0,56,"Small Truck",31,"No (drugs not involved)","Yes","Dark - Not Lighted","March","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,5,2004,75,155,0,19,"4-Door Sedan",8,"No (drugs not involved)","Yes","Dawn","July","Shoulder and Lap Belt Used","County Road","Male","Yes",45,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,16,2001,68,150,0,42,"Jeep",24,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,5,12,2010,70,270,0,65,"Minivan",12,"Unknown","No","Daylight","July","Shoulder Belt Only Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,4,1,1996,66,160,0,33,"4-Door Sedan",29,"No (drugs not involved)","Yes","Dark - Not Lighted","August","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,5,21,2007,69,135,0,23,"Motorcycle",12,"Unknown","No","Dark - Lighted","July","Other Helmet","County Road","Male","Yes",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,21,1989,75,220,0,54,"Motorcycle",27,"No (drugs not involved)","Yes","Dark - Lighted","July","Other Helmet","County Road","Male","No",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,6,17,2008,59,132,0,74,"Standard Truck",24,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","State Highway","Male","Unknown",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,2,8,1992,72,175,0,53,"Station Wagon",30,"Unknown","No","Daylight","July","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,22,1999,68,170,0,32,"4-Door Sedan",24,"No (drugs not involved)","Yes","Dark - Lighted","August","Shoulder and Lap Belt Used","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,5,9,1999,60,150,0,30,"Station Wagon",30,"Unknown","No","Daylight","August","Shoulder and Lap Belt Used","County Road","Female","No",50,"Dry","Two-Way, Not Divided","Unknown"
1,2012,3,11,1991,65,163,0,72,"4-Door Sedan",11,"Unknown","No","Daylight","September","Shoulder and Lap Belt Used","Interstate","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,3,1999,74,205,0,20,"4-Door Sedan",15,"No (drugs not involved)","Yes","Dark - Lighted","July","Unknown","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,16,1999,68,180,0,57,"Motorcycle",1,"No (drugs not involved)","No","Daylight","September","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,23,2005,64,200,0,40,"Small Truck",4,"Unknown","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","U.S. Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,18,1996,70,210,0,46,"Jeep",2,"Unknown","Yes","Daylight","September","None Used-Motor Vehicle Occupant","State Highway","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,5,2008,71,180,0,25,"4-Door Sedan",18,"No (drugs not involved)","No","Dark - Not Lighted","August","Shoulder and Lap Belt Used","State Highway","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,5,2006,69,155,0,25,"Standard Truck",2,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,6,1998,76,200,0,57,"2-Door Sedan",12,"Unknown","Yes","Dark - Not Lighted","September","None Used-Motor Vehicle Occupant","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,2,5,1997,68,142,0,21,"4-Door Sedan",30,"No (drugs not involved)","No","Dawn","July","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,2,2000,70,195,1,24,"2-Door Sedan",1,"No (drugs not involved)","Yes","Dark - Not Lighted","August","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,23,2009,66,160,0,21,"4-Door Sedan",31,"Yes (drugs involved)","Yes","Dark - Not Lighted","August","None Used-Motor Vehicle Occupant","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,4,6,1993,62,138,0,51,"4-Door Sedan",12,"No (drugs not involved)","No","Dark - Lighted","September","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Distracted"
1,2012,6,8,2003,69,159,0,63,"Station Wagon",7,"Unknown","No","Daylight","September","Shoulder and Lap Belt Used","State Highway","Female","Yes",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,2,12,1995,62,250,0,22,"4-Door Sedan",3,"No (drugs not involved)","No","Daylight","September","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,16,2001,66,190,0,46,"Small Truck",3,"No (drugs not involved)","Yes","Daylight","September","Shoulder and Lap Belt Used","State Highway","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,3,15,2010,72,230,0,33,"Station Wagon",28,"Unknown","No","Daylight","August","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,16,1988,71,180,1,44,"Motorcycle",3,"Unknown","No","Daylight","September","Other Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,10,1994,70,180,0,77,"4-Door Sedan",7,"No (drugs not involved)","No","Daylight","September","None Used-Motor Vehicle Occupant","Local Street - Municipality","Female","Yes",30,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,2,22,1998,68,170,0,42,"Jeep",3,"Unknown","Yes","Dark - Not Lighted","September","None Used-Motor Vehicle Occupant","State Highway","Male","No",50,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,15,2005,73,245,0,58,"Motorcycle",26,"No (drugs not involved)","Yes","Daylight","September","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Distracted"
1,2012,4,9,2005,70,200,0,43,"Other",18,"No (drugs not involved)","No","Daylight","July","Lap Belt Only Used","County Road","Male","No",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,3,5,2001,69,220,0,42,"Small Truck",4,"Unknown","No","Dark - Not Lighted","September","None Used-Motor Vehicle Occupant","Interstate","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
0,2012,5,17,2013,67,170,0,75,"Station Wagon",6,"No (drugs not involved)","No","Daylight","September","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
