Number,Year,Month,Day,Date,Time,State,Fscale,Injuries,Fatalities,Loss,CropLoss,StartLat,StartLon,EndLat,EndLon,Length,Width
366236,2012,4,14,4/14/12,22:26:00,NE,1,0,0,0,0,40.8591,-96.9433,40.8519,-96.9701,2.28,50
378787,2012,4,14,4/14/12,22:42:00,OK,3,29,6,0,0,36.1133,-99.7837,36.4879,-99.39,34,400
365371,2012,4,14,4/14/12,23:06:00,KS,0,0,0,0,0,38.2165,-96.1982,38.2165,-96.1982,0.1,25
366714,2012,4,14,4/14/12,23:18:00,NE,1,0,0,0,0,41.0074,-96.2553,41.0276,-96.232,1.86,50
365679,2012,4,14,4/14/12,23:55:00,IA,1,0,0,0,0,41.2727,-95.7393,41.2849,-95.7278,1.04,440
379940,2012,4,15,4/15/12,4:49:00,OK,1,0,0,0.05,0,36.3233,-96.0682,36.3607,-96.0093,4.2,200
379974,2012,4,15,4/15/12,8:22:00,OK,1,0,0,0.075,0,35.7847,-94.926,35.9346,-94.7514,14.5,500
369786,2012,4,15,4/15/12,10:48:00,NE,0,0,0,0.06,0,41.1721,-99.1923,41.1774,-99.1859,0.49,40
369787,2012,4,15,4/15/12,11:37:00,NE,0,0,0,0,0,41.5824,-98.83,41.5826,-98.8293,0.04,25
371436,2012,4,15,4/15/12,12:05:00,NE,0,0,0,0.054,0,41.8258,-98.6046,41.8268,-98.6054,0.08,35
371434,2012,4,15,4/15/12,12:55:00,NE,0,0,0,0,0,42,-98.48,42.002,-98.4782,0.15,20
366410,2012,4,15,4/15/12,13:27:00,NE,0,0,0,0,0,42.58,-98.04,42.5857,-98.0384,0.4,40
366411,2012,4,15,4/15/12,13:35:00,NE,0,0,0,0,0,42.8392,-97.86,42.8433,-97.8533,0.45,25
374946,2012,4,15,4/15/12,13:40:00,SD,0,0,0,0,0,42.87,-97.85,42.87,-97.84,0.51,25
374952,2012,4,15,4/15/12,15:11:00,MN,0,0,0,0,0,44.59,-95.89,44.59,-95.9,0.49,50
365826,2012,4,15,4/15/12,16:24:00,MN,0,0,0,0,0,44.71,-94.38,44.7109,-94.3797,0.06,15
365556,2012,4,15,4/15/12,17:11:00,AR,1,0,0,0.03,0,35.4434,-92.2984,35.4645,-92.2674,2.27,300
377660,2012,4,16,4/16/12,4:23:00,TX,1,0,0,2,0,27.8748,-97.3063,27.903,-97.2985,2.01,500
377992,2012,4,16,4/16/12,4:50:00,TX,0,0,0,0.015,0,27.92,-97.26,27.9348,-97.2565,1.05,50
377661,2012,4,16,4/16/12,5:20:00,TX,0,0,0,0.05,0,27.92,-97.23,27.9294,-97.2285,0.66,50
377994,2012,4,16,4/16/12,7:35:00,TX,0,0,0,0,0,27.294,-97.705,27.3009,-97.7043,0.48,50
380169,2012,4,16,4/16/12,7:37:00,TX,0,0,0,0,0,27.2504,-97.7776,27.2608,-97.7819,0.76,25
379496,2012,4,20,4/20/12,16:45:00,TX,0,0,0,0,0,26.4561,-97.7806,26.4561,-97.7776,0.19,10
379487,2012,4,20,4/20/12,17:30:00,TX,0,0,0,0,0,26.1202,-97.733,26.1198,-97.7323,0.05,10
368408,2012,4,21,4/21/12,8:16:00,FL,0,0,0,0,0,29.7168,-84.7454,29.7168,-84.7454,0.01,10
366764,2012,4,21,4/21/12,11:35:00,MN,0,0,0,0.015,0,46.3788,-96.6058,46.3788,-96.59,0.5,40
366760,2012,4,21,4/21/12,11:41:00,MN,0,0,0,0.01,0,46.82,-96.5,46.82,-96.48,0.25,20
369833,2012,4,21,4/21/12,12:39:00,MN,0,0,0,0,0,45.6107,-96.2239,45.61,-96.221,0.15,25
366768,2012,4,21,4/21/12,13:11:00,MN,1,0,0,0.1,0,46.1787,-96.07,46.1787,-96.0254,2.13,50
366558,2012,4,21,4/21/12,13:55:00,MN,0,0,0,0.1,0,45.1055,-95.8077,45.1081,-95.8155,0.42,75
366556,2012,4,21,4/21/12,14:23:00,MN,0,0,0,0.25,0,44.319,-95.4135,44.317,-95.4093,0.25,75
366557,2012,4,21,4/21/12,14:28:00,MN,0,0,0,0,0,45.1554,-95.6947,45.1541,-95.6702,1.2,25
366559,2012,4,21,4/21/12,14:30:00,MN,0,0,0,0.1,0,45.7689,-95.5901,45.768,-95.5884,0.1,75
374957,2012,4,21,4/21/12,15:27:00,IA,0,0,0,0,0,43.1,-95.12,43.09,-95.09,1.66,25
374959,2012,4,21,4/21/12,15:43:00,IA,0,0,0,0,0,43,-94.95,43,-94.94,0.51,50
373011,2012,4,25,4/25/12,19:05:00,MO,1,0,0,0,0,40.45,-91.842,40.4091,-91.8262,2,50
378297,2012,4,26,4/26/12,17:44:00,TN,2,1,0,0.4,0,35.3789,-88.708,35.357,-88.6878,1.89,200
368031,2012,4,26,4/26/12,18:00:00,TN,0,6,0,0.075,0,35.931,-86.8954,35.8859,-86.8619,3.77,100
375369,2012,4,26,4/26/12,19:31:00,CO,0,0,0,0.01,0,38.78,-104.27,38.785,-104.271,0.35,20
375372,2012,4,27,4/27/12,1:44:00,CO,2,0,0,0.025,0,38.12,-102.77,38.29,-102.78,6.2,300
375373,2012,4,27,4/27/12,1:49:00,CO,2,0,0,0.5,0,37.9909,-102.703,38.0224,-102.713,2,200
375374,2012,4,27,4/27/12,1:58:00,CO,2,7,0,0.5,0,38.0303,-102.601,38.2943,-102.498,19.06,200
375375,2012,4,27,4/27/12,2:35:00,CO,1,1,0,0.04,0,38.4121,-102.535,38.444,-102.54,2.23,100
375376,2012,4,27,4/27/12,2:40:00,CO,2,0,0,0.03,0,38.4809,-102.493,38.4902,-102.494,0.65,50
368180,2012,4,27,4/27/12,15:38:00,KS,0,0,0,0,0,39.4537,-97.641,39.47,-97.61,2,100
369788,2012,4,27,4/27/12,15:43:00,KS,0,0,0,0,0,39.9549,-99.2984,39.9725,-99.2178,4.44,40
368182,2012,4,27,4/27/12,16:59:00,KS,0,0,0,0,0,38.75,-96.44,38.75,-96.44,0.01,10
368667,2012,4,28,4/28/12,19:45:00,TX,0,0,0,0,0,32.98,-100.42,32.9803,-100.418,0.1,30
379985,2012,4,29,4/29/12,19:57:00,OK,1,0,0,0.008,0,36.577,-96.5783,36.5822,-96.5565,1.3,220
373377,2012,4,30,4/30/12,0:56:00,MO,0,0,0,0.005,0,37.8278,-93.5659,37.8313,-93.5444,1.2,100
380725,2012,4,30,4/30/12,16:38:00,KS,0,0,0,0,0,37.3016,-99.7276,37.3055,-99.7216,0.43,75
380721,2012,4,30,4/30/12,16:52:00,KS,0,0,0,0,0,37.8839,-100.057,37.8839,-100.057,0.01,25
380722,2012,4,30,4/30/12,16:57:00,KS,0,0,0,0,0,37.9514,-99.476,37.9531,-99.471,0.3,75
380723,2012,4,30,4/30/12,17:39:00,KS,0,0,0,0,0,37.5637,-99.4007,37.5679,-99.3895,0.68,50
380724,2012,4,30,4/30/12,18:12:00,KS,0,0,0,0,0,37.6217,-99.2354,37.6291,-99.2297,0.6,75
378949,2012,4,30,4/30/12,18:34:00,OK,0,0,0,0,0,36.6631,-98.2242,36.6631,-98.2242,0.1,20
378950,2012,4,30,4/30/12,18:40:00,OK,0,0,0,0,0,36.703,-98.216,36.748,-98.224,3.2,30
380726,2012,4,30,4/30/12,18:45:00,KS,2,0,0,0,0,37.0471,-99.0761,37.0687,-99.0382,2.57,200
379995,2012,4,30,4/30/12,19:10:00,OK,0,0,0,0,0,36.7132,-95.712,36.7132,-95.712,0.1,50
379998,2012,4,30,4/30/12,19:12:00,OK,1,0,0,0,0,36.6982,-95.7093,36.6982,-95.7093,0.2,75
378953,2012,4,30,4/30/12,19:13:00,OK,1,0,0,0,0,36.8533,-97.9062,36.7424,-98.05,16,300
380000,2012,4,30,4/30/12,19:25:00,OK,0,0,0,0,0,36.7386,-95.692,36.7386,-95.692,0.1,50
378800,2012,4,30,4/30/12,19:30:00,TX,0,0,0,0,0,34.7451,-100.22,34.7473,-100.198,1.26,150
380005,2012,4,30,4/30/12,19:33:00,OK,0,0,0,0.005,0,36.7437,-95.6296,36.7437,-95.6296,0.2,75
380007,2012,4,30,4/30/12,19:59:00,OK,1,0,0,0.002,0,36.7885,-95.5027,36.8003,-95.4802,1.5,200
378956,2012,4,30,4/30/12,20:06:00,OK,1,0,0,0,0,36.7947,-97.7492,36.7955,-97.73,1,50
379945,2012,4,30,4/30/12,20:10:00,OK,1,0,0,0,0,36.7998,-97.7172,36.81,-97.4839,14,400
378958,2012,4,30,4/30/12,20:29:00,OK,1,0,0,0,0,36.7058,-98.0053,36.6845,-97.8,12,200
418737,2012,4,30,4/30/12,21:05:00,OK,0,0,0,0,0,36.9444,-95.349,36.9543,-95.3349,1,75
379948,2012,4,30,4/30/12,21:07:00,OK,1,0,0,0,0,36.81,-97.459,36.7811,-97.45,2,50
378965,2012,4,30,4/30/12,21:25:00,OK,1,0,0,0,0,36.7766,-97.4327,36.68,-97.4183,7,100
380008,2012,4,30,4/30/12,23:42:00,OK,1,0,0,0.01,0,36.6843,-95.7808,36.7523,-95.7017,6.5,300
380011,2012,5,1,5/1/12,0:30:00,OK,2,1,0,0.25,0,36.8872,-95.094,36.8961,-95.0796,1,150
384895,2012,5,1,5/1/12,12:33:00,IN,0,0,0,0.003,0.0005,39.333,-87.1948,39.3332,-87.193,0.1,50
369013,2012,5,1,5/1/12,14:45:00,KY,0,0,0,0.025,0,38.6071,-85.364,38.61,-85.3298,1.86,15
371646,2012,5,1,5/1/12,14:59:00,IL,0,0,0,0,0,39.9821,-88.4897,39.9829,-88.4875,0.13,10
371650,2012,5,1,5/1/12,15:06:00,IL,1,0,0,0.025,0,39.9767,-88.438,40.0373,-88.3076,8.07,75
381293,2012,5,1,5/1/12,15:28:00,IN,1,0,0,0.25,0,39.41,-84.86,39.4,-84.84,1.27,100
371651,2012,5,1,5/1/12,15:40:00,IL,0,0,0,0,0,40.024,-88.0801,40.0241,-88.0784,0.09,20
368743,2012,5,1,5/1/12,15:48:00,MN,0,0,0,0,0,45.58,-95.25,45.5798,-95.2483,0.08,50
368744,2012,5,1,5/1/12,15:56:00,MN,0,0,0,0,0,45.562,-95.0622,45.5715,-95.0498,0.89,75
373412,2012,5,1,5/1/12,16:05:00,MN,0,0,0,0.1,0,45.5478,-94.9837,45.5617,-94.9442,2.14,75
371652,2012,5,1,5/1/12,16:18:00,IL,0,0,0,0.008,0,40.0857,-87.635,40.0858,-87.6263,0.46,30
381296,2012,5,1,5/1/12,16:20:00,OH,0,0,0,0.005,0,39.44,-84.23,39.44,-84.2299,0.01,10
381301,2012,5,1,5/1/12,16:24:00,OH,0,0,0,0.01,0,39.47,-84.19,39.4701,-84.1894,0.03,50
386892,2012,5,1,5/1/12,16:40:00,MN,0,0,0,0,0,45.35,-93.91,45.35,-93.91,0.01,25
384878,2012,5,1,5/1/12,16:57:00,IN,0,0,0,0,0,40.0128,-87.1888,40.0127,-87.1861,0.14,50
384893,2012,5,1,5/1/12,17:36:00,IN,1,0,0,0.048,0,39.9679,-86.7835,39.966,-86.7751,0.46,150
382290,2012,5,1,5/1/12,20:40:00,IA,0,0,0,0.005,0,43.13,-95.37,43.12,-95.32,2.61,50
369181,2012,5,2,5/2/12,19:15:00,PA,0,0,0,0.075,0,41.7292,-77.9733,41.7307,-77.966,0.39,25
376307,2012,5,2,5/2/12,21:03:00,NE,1,0,0,0.2,0,40.3415,-97.7877,40.3557,-97.7832,1.01,250
383794,2012,5,3,5/3/12,19:40:00,IA,2,0,0,1,0,41.1355,-91.67,41.2033,-91.5779,6.73,440
382726,2012,5,4,5/4/12,13:03:00,MN,0,0,0,0,0,43.63,-95.72,43.63,-95.7,1,50
382727,2012,5,4,5/4/12,13:10:00,MN,0,0,0,0,0,43.628,-95.65,43.628,-95.625,1.25,50
382730,2012,5,4,5/4/12,13:25:00,MN,0,0,0,0,0,43.61,-95.47,43.61,-95.46,0.5,50
382731,2012,5,4,5/4/12,13:40:00,MN,0,0,0,0,0,43.63,-95.25,43.63,-95.24,0.5,50
382733,2012,5,4,5/4/12,13:49:00,MN,0,0,0,0,0,43.65,-95.17,43.65,-95.16,0.5,50
382734,2012,5,4,5/4/12,14:05:00,MN,0,0,0,0,0,43.63,-95.11,43.63,-95.1,0.5,50
382740,2012,5,4,5/4/12,14:15:00,IA,0,0,0,0,0,43.04,-96.2,43.04,-96.19,0.5,50
382742,2012,5,4,5/4/12,14:22:00,IA,0,0,0,0,0,43.05,-96.06,43.05,-96.05,0.5,50
370177,2012,5,4,5/4/12,14:45:00,MN,0,0,0,0,0,43.7,-94.73,43.6998,-94.728,0.1,25
382751,2012,5,4,5/4/12,14:50:00,IA,0,0,0,0,0,43.09,-95.69,43.09,-95.68,0.5,50
370183,2012,5,4,5/4/12,16:45:00,MN,0,0,0,0.25,0,43.5353,-93.7538,43.5581,-93.6928,3.44,50
370091,2012,5,4,5/4/12,16:52:00,IA,1,0,0,0,0,43.4873,-93.7653,43.4863,-93.7492,0.81,90
371786,2012,5,6,5/6/12,15:48:00,IL,1,0,0,0.025,0,40.7651,-87.6868,40.7624,-87.6622,1.3,200
377985,2012,5,6,5/6/12,16:15:00,MO,0,0,0,0,0,38.7687,-94.4895,38.7687,-94.4859,0.19,25
371645,2012,5,6,5/6/12,16:17:00,MO,0,0,0,0,0,38.79,-94.45,38.79,-94.4492,0.05,25
374447,2012,5,6,5/6/12,16:18:00,IL,0,0,0,0.065,0,40.4572,-87.7268,40.4601,-87.6867,2.12,75
371638,2012,5,6,5/6/12,17:10:00,KS,0,0,0,0,0,38.89,-94.81,38.8901,-94.8091,0.05,25
371639,2012,5,6,5/6/12,17:22:00,KS,0,0,0,0,0,38.86,-94.83,38.8602,-94.8283,0.09,25
385435,2012,5,8,5/8/12,7:15:00,TX,0,0,0,0,0,27.7364,-97.3628,27.736,-97.3632,0.03,25
374408,2012,5,8,5/8/12,13:08:00,FL,0,0,0,0,0,27.334,-80.443,27.3342,-80.4367,0.02,10
371083,2012,5,9,5/9/12,13:40:00,LA,1,0,0,0.1,0,29.2206,-90.0237,29.2173,-90.0219,0.25,50
374733,2012,5,9,5/9/12,14:00:00,AZ,0,0,0,0,0,31.41,-110.939,31.4142,-110.94,0.31,25
385990,2012,5,10,5/10/12,8:46:00,TX,0,2,0,0.05,0,28.526,-99.3947,28.6214,-99.2649,10.27,75
385926,2012,5,10,5/10/12,11:40:00,TX,0,0,0,0,0,27.4215,-97.9125,27.4217,-97.9114,0.07,50
377003,2012,5,10,5/10/12,12:25:00,TX,0,0,0,0,0,29.1098,-97.912,29.1086,-97.9058,0.25,10
386033,2012,5,10,5/10/12,12:46:00,TX,0,0,0,0,0,28.5864,-98.2658,28.5865,-98.2657,0.01,10
386081,2012,5,10,5/10/12,13:04:00,TX,0,0,0,0.05,0,28.6276,-98.2782,28.631,-98.2655,0.8,50
386041,2012,5,10,5/10/12,13:08:00,TX,0,0,0,0,0,28.62,-98.169,28.6246,-98.1639,0.45,50
386075,2012,5,10,5/10/12,13:20:00,TX,0,0,0,0,0,28.647,-98.099,28.6473,-98.0986,0.03,20
386714,2012,5,10,5/10/12,14:56:00,TX,0,0,0,0,0,28.6193,-98.035,28.6236,-98.0324,0.33,50
386716,2012,5,10,5/10/12,14:58:00,TX,0,0,0,0,0,28.65,-98.0247,28.6536,-98.0207,0.35,50
386741,2012,5,10,5/10/12,15:02:00,TX,0,0,0,0,0,28.6756,-98.022,28.6709,-98.0073,0.95,75
386764,2012,5,10,5/10/12,15:10:00,TX,0,0,0,0,0,28.4035,-98.2557,28.4041,-98.2549,0.06,50
385726,2012,5,10,5/10/12,16:30:00,TX,2,8,0,0.5,0,29.6992,-96.7935,29.7074,-96.7894,0.62,150
386995,2012,5,10,5/10/12,18:14:00,TX,0,0,0,0,0,28.0788,-98.328,28.0832,-98.248,4.89,100
387024,2012,5,10,5/10/12,19:45:00,TX,0,0,0,0,0,28.0908,-98.0255,28.0932,-98.02,0.37,50
387090,2012,5,10,5/10/12,21:20:00,TX,0,0,0,0.1,0,27.7528,-97.4795,27.7444,-97.4529,1.73,75
387094,2012,5,10,5/10/12,21:30:00,TX,1,0,0,0.5,0,28.0014,-97.4671,28.0234,-97.3475,7.45,150
387098,2012,5,10,5/10/12,21:52:00,TX,0,0,0,0.03,0,28.1392,-97.2858,28.1324,-97.2256,3.7,150
387114,2012,5,10,5/10/12,22:17:00,TX,0,0,0,0.002,0,28.1961,-97.0014,28.2013,-96.9838,1.13,50
379905,2012,5,10,5/10/12,22:59:00,TX,0,0,0,0,0,27.078,-98.8846,27.0779,-98.8829,0.1,10
387012,2012,5,11,5/11/12,2:15:00,TX,0,0,0,0.015,0,26.1367,-97.6165,26.1367,-97.6165,0.1,50
385115,2012,5,12,5/12/12,19:11:00,FL,0,0,0,0.001,0,30.3535,-87.406,30.3535,-87.406,0.01,20
386232,2012,5,13,5/13/12,13:02:00,AL,0,0,0,0,0,32.6557,-85.6899,32.6772,-85.6614,2.3,50
371125,2012,5,13,5/13/12,13:49:00,NM,1,0,0,0.001,0,34.0922,-107.277,34.092,-107.257,1.17,75
371311,2012,5,14,5/14/12,10:55:00,NC,1,0,0,0.1,0,34.827,-79.834,34.844,-79.806,1.98,100
370697,2012,5,14,5/14/12,15:50:00,SC,0,0,0,0.01,0,33.4826,-81.0645,33.4713,-81.0106,3.2,60
373346,2012,5,18,5/18/12,14:09:00,WY,0,0,0,0,0,42.2527,-104.845,42.2645,-104.835,0.99,50
372092,2012,5,19,5/19/12,16:38:00,KS,1,0,0,0,0,37.48,-98.37,37.517,-98.277,5.7,50
372095,2012,5,19,5/19/12,16:40:00,KS,0,0,0,0,0,37.68,-98.23,37.711,-98.1131,6.74,50
372097,2012,5,19,5/19/12,16:45:00,KS,0,0,0,0,0,37.47,-98.31,37.502,-98.211,5.86,50
372090,2012,5,19,5/19/12,16:49:00,KS,0,0,0,0,0,37.64,-98.17,37.644,-98.161,0.56,50
372099,2012,5,19,5/19/12,16:57:00,KS,0,0,0,0,0,37.57,-98.15,37.584,-98.117,2.05,50
372100,2012,5,19,5/19/12,17:02:00,KS,0,0,0,0,0,37.43,-98.24,37.434,-98.216,1.35,50
372103,2012,5,19,5/19/12,17:12:00,KS,0,0,0,0,0,37.4322,-98.1943,37.4558,-98.0976,5.55,50
372112,2012,5,19,5/19/12,17:16:00,KS,3,0,0,0,0,37.3576,-98.2344,37.411,-98.067,9.72,100
372114,2012,5,19,5/19/12,17:33:00,KS,3,0,0,0,0,37.27,-98.22,37.296,-98.047,9.68,150
383913,2012,5,21,5/21/12,19:37:00,TX,0,0,0,0,0,35.3109,-102.73,35.3032,-102.733,0.57,100
378032,2012,5,22,5/22/12,16:07:00,ND,0,0,0,0,0,48.9832,-103.592,48.998,-103.477,5.32,50
381206,2012,5,22,5/22/12,17:21:00,ND,0,0,0,0,0,48.34,-102.03,48.35,-102.02,0.83,25
380439,2012,5,23,5/23/12,14:07:00,LA,0,0,0,0.02,0,29.964,-89.9903,29.9653,-89.9866,0.24,33
374961,2012,5,24,5/24/12,15:56:00,IA,1,0,0,0.03,0.005,42.9661,-91.9604,42.9868,-91.9085,2.99,30
373425,2012,5,24,5/24/12,16:36:00,NE,2,0,0,0.1,0,41.7164,-97.6028,41.7131,-97.5986,0.75,100
373783,2012,5,24,5/24/12,18:01:00,WI,0,0,0,0,0,44.8689,-89.8053,44.9393,-89.7356,5.94,75
374110,2012,5,25,5/25/12,17:48:00,KS,0,0,0,0,0,38.82,-99.02,38.8328,-98.9999,1.4,50
374115,2012,5,25,5/25/12,19:35:00,KS,0,0,0,0,0,38.79,-99.02,38.7946,-99.01,0.62,50
374116,2012,5,25,5/25/12,19:44:00,KS,0,0,0,0,0,38.78,-99.02,38.8237,-98.9278,5.81,100
393951,2012,5,25,5/25/12,20:08:00,KS,0,0,0,0,0,38.5594,-99.4527,38.5641,-99.4437,0.6,50
395041,2012,5,25,5/25/12,20:15:00,KS,0,0,0,0,0,38.5494,-99.4583,38.5451,-99.4282,2.7,100
395043,2012,5,25,5/25/12,20:22:00,KS,1,0,0,0,0,38.5366,-99.4242,38.5496,-99.3974,1.9,150
395046,2012,5,25,5/25/12,20:30:00,KS,2,0,0,0,0,38.5345,-99.4087,38.6021,-99.302,9.2,950
374117,2012,5,25,5/25/12,20:40:00,KS,2,0,0,0,0,38.856,-98.854,38.8584,-98.8532,0.17,150
395063,2012,5,25,5/25/12,20:40:00,KS,1,0,0,0,0,38.5283,-99.3177,38.5384,-99.2852,1.89,350
395066,2012,5,25,5/25/12,20:45:00,KS,2,0,0,0,0,38.5548,-99.3094,38.5685,-99.3063,1,150
395069,2012,5,25,5/25/12,20:58:00,KS,2,0,0,0,0,38.5641,-99.2351,38.6286,-99.2832,5.8,650
395071,2012,5,25,5/25/12,21:11:00,KS,1,0,0,0,0,38.6143,-99.1674,38.6309,-99.1552,1.32,100
395074,2012,5,25,5/25/12,21:35:00,KS,1,0,0,0,0,38.6672,-99.14,38.7052,-99.1563,2.77,200
373438,2012,5,27,5/27/12,16:06:00,NE,0,0,0,0,0,41.9,-97.97,41.9153,-97.9538,1.35,75
379941,2012,5,27,5/27/12,16:23:00,NE,0,0,0,0,0,41.4747,-98.4672,41.4753,-98.4664,0.06,15
373444,2012,5,27,5/27/12,17:05:00,NE,0,0,0,0,0,41.82,-97.87,41.844,-97.8621,1.71,55
373447,2012,5,27,5/27/12,17:30:00,NE,0,0,0,0,0,41.8282,-97.6345,41.8512,-97.6204,1.75,75
386890,2012,5,27,5/27/12,19:13:00,WI,0,0,0,0,0,45.5922,-92.4596,45.5938,-92.4563,0.19,25
374621,2012,5,28,5/28/12,12:58:00,FL,0,0,0,0.02,0,27.287,-80.3072,27.2873,-80.2959,0.69,40
373723,2012,5,29,5/29/12,12:13:00,FL,0,0,0,0,0,29.0348,-82.7569,29.0561,-82.7168,2.84,200
376759,2012,5,29,5/29/12,13:25:00,VT,0,0,0,0.01,0,44.6965,-72.2609,44.6928,-72.2592,0.27,100
386213,2012,5,29,5/29/12,19:26:00,OK,1,0,0,0.005,0,35.6236,-97.7984,35.6236,-97.7984,1,30
373906,2012,5,29,5/29/12,20:03:00,SC,1,0,0,0.02,0.002,33.31,-80.36,33.329,-80.3733,1.52,60
386216,2012,5,29,5/29/12,20:15:00,OK,0,0,0,0,0,35.384,-97.99,35.384,-97.99,1,30
380991,2012,5,30,5/30/12,8:34:00,NC,1,0,0,0.6,0,34.73,-77.1,34.73,-77.11,0.57,250
384337,2012,5,30,5/30/12,15:00:00,KS,0,0,0,0,0,39.43,-101.41,39.43,-101.41,0.25,10
386219,2012,5,30,5/30/12,16:27:00,TX,0,0,0,0,0,33.87,-99.95,33.87,-99.95,2,400
375204,2012,5,30,5/30/12,16:55:00,TX,0,0,0,0,0,34.0114,-100.284,34.0015,-100.285,0.69,30
375220,2012,5,30,5/30/12,16:59:00,TX,0,0,0,0,0,34.0009,-100.283,33.9958,-100.286,0.38,30
375221,2012,5,30,5/30/12,17:00:00,TX,0,0,0,0,0,34.0018,-100.281,33.9972,-100.28,0.32,20
375252,2012,5,30,5/30/12,17:13:00,TX,0,0,0,0,0,33.9634,-100.297,33.9556,-100.294,0.56,30
384951,2012,5,30,5/30/12,17:38:00,TX,0,0,0,0,0,31.58,-99.86,31.58,-99.86,0.1,25
384948,2012,5,30,5/30/12,17:47:00,TX,0,0,0,0,0,31.54,-99.84,31.54,-99.84,0.1,25
375090,2012,5,30,5/30/12,18:14:00,TX,0,0,0,0,0,34.0393,-100.453,33.9722,-100.434,4.77,200
384957,2012,5,30,5/30/12,18:20:00,TX,0,0,0,0,0,31.41,-99.75,31.408,-99.7512,0.15,25
392061,2012,5,30,5/30/12,18:25:00,KS,0,0,0,0,0,38.1619,-99.7959,38.1583,-99.7912,0.35,75
392063,2012,5,30,5/30/12,18:35:00,KS,0,0,0,0,0,38.0076,-99.895,38.0054,-99.8939,0.17,30
391763,2012,6,1,6/1/12,12:29:00,MD,0,0,0,0.005,0,39.274,-77.232,39.282,-77.233,0.56,150
391764,2012,6,1,6/1/12,12:37:00,MD,0,0,0,0.005,0,39.099,-77.446,39.107,-77.447,0.56,50
391765,2012,6,1,6/1/12,12:48:00,MD,0,0,0,0.005,0,39.358,-77.139,39.364,-77.137,0.43,100
391766,2012,6,1,6/1/12,12:52:00,MD,1,0,0,0.005,0,39.357,-77.139,39.374,-77.107,2.07,200
391768,2012,6,1,6/1/12,13:09:00,MD,0,0,0,0.05,0,39.245,-77.194,39.251,-77.19,0.47,75
391767,2012,6,1,6/1/12,13:21:00,MD,1,0,0,0.2,0,39.503,-76.952,39.527,-76.908,2.87,150
391769,2012,6,1,6/1/12,14:29:00,MD,0,0,0,0.1,0,39.15,-76.878,39.172,-76.87,1.58,150
375255,2012,6,1,6/1/12,14:32:00,PA,0,0,0,0.025,0,39.8593,-76.6224,39.8593,-76.6224,0.04,25
377993,2012,6,1,6/1/12,15:13:00,FL,0,0,0,0,0,27.2902,-80.7899,27.2955,-80.7765,0.9,20
407744,2012,6,1,6/1/12,15:18:00,NC,0,0,0,0,0,36.28,-76.29,36.28,-76.28,0.56,50
390625,2012,6,1,6/1/12,15:25:00,PA,1,0,0,3,0,40.2595,-79.2053,40.3108,-79.1437,4.81,300
391775,2012,6,1,6/1/12,15:27:00,MD,0,0,0,0.002,0,38.944,-76.846,38.953,-76.834,0.9,50
391771,2012,6,1,6/1/12,15:46:00,MD,0,0,0,0.003,0,39.047,-76.755,39.049,-76.756,0.15,75
391779,2012,6,1,6/1/12,15:56:00,MD,1,2,0,0.3,0,39.487,-76.393,39.504,-76.388,1.2,300
375258,2012,6,1,6/1/12,16:18:00,PA,0,0,0,0.025,0,40.188,-78.5841,40.2009,-78.561,1.51,75
391635,2012,6,1,6/1/12,16:27:00,SD,0,0,0,0,0,45.65,-98.32,45.6448,-98.3133,0.48,10
391806,2012,6,1,6/1/12,16:31:00,MD,1,0,0,0.002,0,39.688,-78.376,39.699,-78.361,1.1,175
391636,2012,6,1,6/1/12,17:02:00,VA,0,5,0,0.175,0,37.1791,-77.3817,37.2201,-77.3638,3,150
391802,2012,6,1,6/1/12,17:06:00,MD,0,0,0,0.1,0,39.098,-76.744,39.179,-76.678,6.62,100
407743,2012,6,1,6/1/12,17:17:00,VA,0,0,0,0,0,37.79,-77.4,37.78,-77.37,1.78,100
395185,2012,6,1,6/1/12,18:13:00,VA,1,0,0,1,0,37.0034,-76.3553,37.04,-76.319,3.23,500
375967,2012,6,1,6/1/12,18:30:00,MD,0,0,0,0.1,0,39.0559,-76.0045,39.0559,-76.0045,5,50
391641,2012,6,1,6/1/12,18:59:00,SD,0,0,0,0,0,44.91,-97.88,44.8826,-97.8504,2.38,20
395200,2012,6,1,6/1/12,19:08:00,VA,0,0,0,0.003,0,37.3125,-76.0192,37.3183,-76.008,0.73,75
391645,2012,6,1,6/1/12,19:48:00,SD,0,0,0,0,0,44.7,-97.64,44.694,-97.6328,0.54,10
391650,2012,6,1,6/1/12,20:14:00,SD,0,0,0,0,0,44.58,-97.64,44.5731,-97.6321,0.62,10
377970,2012,6,2,6/2/12,17:08:00,CO,0,0,0,0,0,38.4474,-102.812,38.4477,-102.789,1.25,75
391510,2012,6,2,6/2/12,17:11:00,CO,0,0,0,0,0,38.459,-102.762,38.4599,-102.742,1.06,200
377039,2012,6,2,6/2/12,17:16:00,CO,0,0,0,0,0,38.78,-102.58,38.7925,-102.551,1.5,25
384349,2012,6,2,6/2/12,18:06:00,CO,0,0,0,0,0,39.285,-102.112,39.293,-102.082,1.5,25
374841,2012,6,3,6/3/12,17:07:00,ND,0,0,0,0,0,48.54,-97.2,48.5054,-97.0717,6.07,40
378907,2012,6,3,6/3/12,18:02:00,ND,0,0,0,0,0,48.31,-97.19,48.3,-97.1412,3,25
