"Id","Model","Price","Age_08_04","Mfg_Year","Miles","Fuel_Type","HP","Color","Automatic","cc","Doors","Cylinders","Weight","Mfr_Guarantee","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Powered_Windows","Power_Steering","Radio"
708,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",11576.5,65,1999,58034,"Petrol",86,"Blue",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
709,"TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen",13563,68,1999,57965,"Petrol",110,"Silver",0,1600,5,4,1090,1,1,1,1,1,0,0,1,1,1,0
710,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",14385,62,1999,57842,"Petrol",110,"Red",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
711,"TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors",11645,67,1999,57732,"Diesel",72,"Green",0,2000,4,4,1100,0,1,1,1,1,0,0,0,0,1,0
712,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",13015,61,1999,57469,"Petrol",110,"Green",0,1600,3,4,1050,1,1,1,1,1,0,0,0,1,1,0
713,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",12946.5,65,1999,57300,"Petrol",110,"Red",0,1600,3,4,1065,0,1,1,1,1,0,0,0,1,1,0
714,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",13563,68,1999,56852,"Diesel",72,"Red",0,2000,3,4,1115,0,1,1,1,0,0,0,0,0,1,0
715,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",11302.5,64,1999,56745,"Petrol",110,"Blue",0,1600,3,4,1050,0,1,1,1,1,0,0,0,0,1,0
716,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",11987.5,65,1999,56691,"Petrol",86,"Silver",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
717,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",13015,58,1999,56538,"Petrol",110,"Grey",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
718,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",11576.5,68,1999,56369,"Petrol",110,"Red",0,1600,3,4,1050,1,1,1,1,0,0,0,0,1,1,0
719,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",11631.3,62,1999,55917,"Petrol",110,"Red",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,0
720,"TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors",11987.5,60,1999,55654,"Petrol",110,"Red",0,1600,4,4,1035,0,0,0,0,1,0,0,0,0,0,1
721,"TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors",13357.5,64,1999,55386,"Petrol",86,"Blue",0,1300,3,4,1025,0,1,1,1,1,0,0,1,1,1,0
722,"TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen",13631.5,63,1999,55296,"Petrol",110,"White",0,1600,5,4,1085,0,1,1,0,1,0,0,0,0,1,0
723,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",11645,68,1999,55176,"Petrol",110,"Red",0,1600,3,4,1050,0,1,1,1,0,0,0,0,1,1,0
724,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",11576.5,63,1999,55100,"Petrol",110,"Grey",0,1600,5,4,1070,1,1,1,1,0,0,0,0,0,1,0
725,"TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors",10823,62,1999,55089,"Petrol",110,"Red",0,1600,4,4,1040,1,1,1,1,1,0,0,0,1,1,0
726,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",11987.5,57,1999,54973,"Petrol",110,"Green",0,1600,3,4,1050,1,1,1,1,1,0,0,0,0,1,0
727,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10891.5,61,1999,54753,"Petrol",86,"Red",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,1
728,"TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors",9453,62,1999,54674,"Petrol",86,"Blue",0,1300,3,4,1020,0,1,1,1,1,0,0,0,1,1,0
729,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",11165.5,65,1999,54563,"Petrol",86,"Grey",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,0
730,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors",15063.15,59,1999,54459,"Petrol",86,"Green",1,1300,5,4,1065,1,1,1,1,0,0,0,1,0,1,0
731,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",12193,59,1999,53984,"Petrol",110,"Red",0,1600,3,4,1050,0,1,1,1,1,0,0,0,0,1,1
732,"TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors",13015,59,1999,53973,"Petrol",86,"Black",0,1300,5,4,1040,0,0,1,1,1,0,0,0,1,1,0
733,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",12261.5,68,1999,53875,"Petrol",110,"Silver",0,1600,4,4,1035,1,1,1,1,1,0,0,0,0,1,0
734,"TOYOTA Corolla 1.6 G6 HB 2/3-Doors",15755,65,1999,53363,"Petrol",110,"Red",0,1600,3,4,1065,0,1,1,0,1,0,0,0,1,1,1
735,"TOYOTA Corolla 1.6 Terra HB 2/3-Doors",14316.5,62,1999,52810,"Petrol",110,"Silver",0,1600,3,4,1050,0,1,1,0,1,0,0,0,0,1,1
736,"TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors",14385,60,1999,52810,"Petrol",86,"Black",0,1300,3,4,1025,1,1,1,1,1,0,0,1,1,1,0
737,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",12672.5,68,1999,52796,"Petrol",110,"Silver",0,1600,4,4,1035,1,1,1,1,0,0,0,0,1,1,0
738,"ÊTOYOTA Corolla 1.6 16v Linea Luna Stationwagen",15001.5,65,1999,52536,"Petrol",110,"Silver",0,1600,5,4,1120,0,1,1,0,1,0,0,0,1,1,0
739,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",14316.5,62,1999,52530,"Petrol",110,"Silver",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
740,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",12672.5,68,1999,52489,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
741,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",11987.5,62,1999,52132,"Petrol",110,"Grey",0,1600,5,4,1070,0,1,1,1,0,0,0,0,0,1,1
742,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",11987.5,67,1999,51916,"Petrol",86,"Red",0,1300,3,4,1015,1,1,1,1,0,0,0,0,1,1,0
743,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors",13426,68,1999,51568,"Petrol",107,"Grey",1,1600,5,4,1100,1,1,1,1,0,0,0,0,0,1,0
744,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",11302.5,64,1999,51396,"Petrol",86,"Blue",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,0
745,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",14316.5,62,1999,51208,"Petrol",110,"Black",0,1600,3,4,1065,0,1,1,1,1,0,1,0,1,1,0
746,"TOYOTA Corolla 1.6 4/5-Doors",13357.5,58,1999,51104,"Petrol",110,"Red",0,1600,5,4,1050,0,1,1,0,0,0,0,0,1,1,1
747,"TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors",12261.5,61,1999,51018,"Petrol",110,"Red",0,1600,3,4,1055,0,0,1,0,1,0,0,0,1,1,1
748,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10206.5,65,1999,50947,"Petrol",86,"Blue",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
749,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",11576.5,68,1999,50925,"Petrol",86,"Black",0,1300,5,4,1035,1,1,1,1,0,0,0,0,0,1,0
750,"TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors",11302.5,66,1999,50481,"Petrol",110,"Grey",0,1600,3,4,1050,0,0,1,0,1,0,0,0,1,1,0
751,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",15001.5,65,1999,50445,"Petrol",110,"Black",0,1600,3,4,1065,1,1,1,1,1,0,0,0,1,1,0
752,"TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors",12261.5,61,1999,50431,"Petrol",110,"Silver",0,1600,4,4,1040,1,1,1,1,1,0,0,0,1,1,0
753,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",11987.5,66,1999,50377,"Petrol",86,"Red",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,0
754,"TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors",14316.5,61,1999,50148,"Petrol",110,"Black",0,1600,5,4,1075,1,0,1,0,0,0,0,0,0,0,1
755,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",15001.5,57,1999,49996,"Petrol",110,"Red",0,1600,5,4,1085,1,1,1,1,0,0,0,0,0,1,0
756,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",11576.5,65,1999,49977,"Petrol",110,"Green",0,1600,4,4,1035,0,1,1,1,1,0,0,0,1,1,0
757,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",13631.5,59,1999,49971,"Petrol",110,"Black",0,1600,3,4,1065,0,1,1,1,1,0,0,0,1,1,0
758,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",13631.5,68,1999,49969,"Petrol",110,"Green",0,1600,3,4,1055,1,1,1,1,0,0,0,0,1,1,0
759,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",11987.5,62,1999,49869,"Petrol",86,"Red",0,1300,3,4,1015,1,0,1,1,0,0,0,0,0,0,0
760,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",13631.5,65,1999,49799,"Petrol",110,"Green",0,1600,5,4,1070,1,1,1,1,1,0,0,0,0,1,0
761,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",13015,68,1999,49779,"Petrol",110,"Red",0,1600,5,4,1070,1,1,1,1,1,0,0,0,1,1,0
762,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",11302.5,65,1999,49757,"Petrol",110,"Red",0,1600,4,4,1035,0,1,1,1,0,0,0,0,0,1,0
763,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",15001.5,62,1999,49704,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
764,"TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors",10891.5,60,1999,49704,"Petrol",86,"Green",0,1300,5,4,1015,0,1,1,0,0,0,0,0,0,1,0
765,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",11302.5,65,1999,49704,"Petrol",86,"Black",0,1300,2,4,1015,0,1,1,0,0,0,0,0,0,1,0
766,"TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors",13556.15,67,1999,49616,"Petrol",110,"Green",0,1600,4,4,1040,1,1,1,1,1,0,0,0,1,1,0
767,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",12508.1,67,1999,49556,"Petrol",86,"Grey",0,1300,3,4,1015,0,1,1,1,0,0,0,0,1,1,0
768,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors",15001.5,59,1999,49493,"Petrol",86,"Green",1,1300,5,4,1065,1,1,1,1,0,0,0,0,0,1,0
769,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",14385,60,1999,49176,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
770,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",12193,61,1999,49083,"Petrol",110,"Green",0,1600,3,4,1050,1,1,1,1,1,0,0,0,1,1,0
771,"TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors",13015,57,1999,49055,"Petrol",86,"Silver",0,1300,5,4,1045,1,1,1,1,1,0,0,0,1,1,0
772,"TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen",15001.5,59,1999,48927,"Diesel",90,"Silver",0,1975,5,4,1155,0,0,1,0,1,0,0,0,1,1,1
773,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10891.5,68,1999,48785,"Petrol",86,"Green",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
774,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10891.5,64,1999,48683,"Petrol",86,"Silver",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,0
775,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10891.5,65,1999,48509,"Petrol",86,"Grey",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,0
776,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors",13015,61,1999,48501,"Petrol",107,"Green",1,1600,5,4,1100,1,1,1,1,0,0,0,0,0,1,1
777,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",15001.5,67,1999,48350,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
778,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",13357.5,68,1999,48272,"Petrol",110,"Grey",0,1600,4,4,1035,1,1,1,1,0,0,0,0,0,1,0
779,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",13357.5,65,1999,48151,"Petrol",110,"Blue",0,1600,3,4,1050,1,1,1,1,0,0,0,0,0,1,0
780,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",12946.5,63,1999,48124,"Petrol",110,"Black",0,1600,3,4,1055,1,1,1,1,1,0,0,1,1,1,0
781,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,68,1999,47858,"Petrol",86,"Black",0,1300,3,4,1015,0,1,1,1,0,0,0,0,1,1,0
782,"TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors",12261.5,68,1999,47845,"Petrol",86,"Violet",0,1300,3,4,1015,1,1,1,0,0,0,0,0,0,1,0
783,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",12193,66,1999,47710,"Petrol",110,"Grey",0,1600,5,4,1070,0,1,1,1,0,0,0,0,1,1,0
784,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",13631.5,61,1999,47654,"Petrol",86,"Red",0,1300,5,4,1035,0,1,1,1,0,0,0,0,0,1,0
785,"TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors",11987.5,67,1999,47572,"Petrol",86,"Black",0,1300,3,4,1020,0,1,1,1,1,0,0,0,1,1,0
786,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",12261.5,59,1999,47319,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
787,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",12316.3,65,1999,47315,"Petrol",110,"Red",0,1600,4,4,1035,0,1,1,1,0,0,0,0,0,1,0
788,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,61,1999,46976,"Petrol",86,"Silver",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,0
789,"TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors",12261.5,62,1999,46951,"Diesel",72,"Green",0,2000,3,4,1120,0,1,1,1,1,0,0,0,1,1,0
790,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",13631.5,67,1999,46864,"Petrol",110,"Black",0,1600,3,4,1065,1,1,1,1,1,0,0,0,1,1,0
791,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",13563,68,1999,46598,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
792,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",12261.5,65,1999,46598,"Petrol",86,"Black",0,1300,3,4,1015,0,1,1,0,0,0,0,0,1,1,0
793,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",12261.5,62,1999,46598,"Petrol",110,"Blue",0,1600,5,4,1070,0,1,1,1,0,0,0,0,0,1,0
794,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors",13015,66,1999,46575,"Petrol",107,"Blue",1,1600,3,4,1085,0,1,1,1,1,0,0,0,1,1,0
795,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10891.5,68,1999,46529,"Petrol",86,"Black",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,0
796,"TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors",10617.5,68,1999,46520,"Petrol",110,"Red",0,1600,5,4,1070,0,0,1,0,1,0,0,0,0,1,0
797,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",12261.5,63,1999,46440,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
798,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",16371.5,60,1999,46424,"Petrol",110,"Red",0,1600,5,4,1085,1,1,1,1,1,0,0,0,1,1,1
799,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",12261.5,62,1999,46260,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
800,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",16371.5,60,1999,46186,"Petrol",86,"Blue",0,1300,5,4,1035,0,1,1,1,0,0,0,0,0,1,0
801,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,68,1999,46168,"Petrol",110,"Red",0,1600,3,4,1050,1,1,1,1,1,0,0,0,0,1,0
802,"TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors",13631.5,64,1999,46096,"Petrol",110,"Silver",0,1600,3,4,1050,1,1,1,0,0,0,0,0,0,1,0
803,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",11302.5,65,1999,46087,"Petrol",110,"Red",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,0
804,"TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen",12323.15,67,1999,45936,"Petrol",86,"Green",0,1300,5,4,1050,0,1,1,1,0,0,0,0,1,1,0
805,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",13693.15,61,1999,45910,"Petrol",110,"Black",0,1600,3,4,1065,1,1,1,1,1,0,0,0,1,1,0
806,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",12672.5,64,1999,45666,"Petrol",110,"Blue",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,1
807,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",15001.5,64,1999,45589,"Petrol",110,"Red",0,1600,5,4,1070,1,1,1,1,1,0,0,0,1,1,0
808,"TOYOTA Corolla 1.3 16V 2/3-Doors",12193,64,1999,45541,"Petrol",86,"Blue",0,1300,3,4,1015,0,0,1,0,0,0,0,0,1,1,1
809,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",13015,58,1999,45462,"Petrol",110,"Green",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,1
810,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",13631.5,58,1999,45310,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
811,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10891.5,67,1999,45280,"Petrol",86,"Black",0,1332,3,4,1015,0,0,1,1,0,0,0,0,1,1,0
812,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",11302.5,63,1999,45058,"Petrol",110,"Green",0,1600,3,4,1050,0,1,1,1,0,0,0,0,1,1,0
813,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",12946.5,64,1999,44734,"Petrol",86,"Green",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
814,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",10891.5,57,1999,44734,"Petrol",86,"Red",0,1300,3,4,1015,1,1,1,0,0,0,0,0,1,1,0
815,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",13015,59,1999,44340,"Petrol",110,"Black",0,1600,3,4,1065,0,1,1,1,1,0,0,0,1,1,0
816,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,65,1999,44309,"Petrol",110,"Blue",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,0
817,"TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors",15001.5,62,1999,44112,"Petrol",110,"Black",0,1600,5,4,1070,0,1,1,0,0,0,0,0,1,1,0
818,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,60,1999,44084,"Petrol",110,"Green",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,0
819,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",12946.5,63,1999,44055,"Petrol",86,"Red",0,1300,5,4,1035,1,1,1,1,0,0,0,0,1,1,0
820,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",10960,58,1999,43839,"Petrol",110,"Blue",0,1600,3,4,1050,0,0,1,0,0,0,0,0,1,1,0
821,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",13563,67,1999,43834,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
822,"TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors",12261.5,62,1999,43802,"Petrol",110,"Blue",0,1600,5,4,1035,1,1,1,0,0,0,0,0,1,1,0
823,"TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors",14933,60,1999,43772,"Diesel",72,"Red",0,2000,5,4,1135,0,1,1,1,0,0,0,0,0,1,0
824,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",12946.5,59,1999,43626,"Petrol",110,"Green",0,1600,3,4,1050,1,1,1,0,0,0,0,0,1,1,0
825,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",11576.5,64,1999,43563,"Petrol",110,"Red",0,1600,4,4,1035,1,1,1,1,0,0,0,0,0,1,0
826,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",13015,65,1999,43533,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
827,"TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors",14385,67,1999,43491,"Petrol",107,"Silver",1,1587,3,4,1065,0,1,1,0,1,0,0,0,1,1,1
828,"TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors",9521.5,68,1999,43491,"Petrol",86,"Blue",0,1300,3,4,1015,0,1,1,0,0,0,0,0,1,1,0
829,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",13357.5,68,1999,42934,"Petrol",110,"Red",0,1600,4,4,1035,1,1,1,1,0,0,0,0,0,1,0
830,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",9521.5,58,1999,42883,"Petrol",86,"Black",0,1300,5,4,1035,1,1,1,1,0,0,0,1,0,1,0
831,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",13220.5,67,1999,42870,"Petrol",110,"Black",0,1600,3,4,1065,0,1,1,1,0,0,0,0,1,1,0
832,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",13631.5,68,1999,42786,"Petrol",110,"Black",0,1600,3,4,1065,0,1,1,1,1,0,0,0,1,1,0
833,"TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors",12672.5,58,1999,42698,"Petrol",86,"Red",0,1300,3,4,1025,0,1,1,1,1,0,0,0,1,1,0
834,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",12261.5,63,1999,42530,"Petrol",110,"Red",0,1600,5,4,1070,1,1,1,1,0,0,0,0,0,1,0
835,"TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen",13563,63,1999,42396,"Petrol",86,"Red",0,1300,5,4,1050,1,1,1,1,0,0,0,0,0,1,0
836,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",15063.15,63,1999,42343,"Petrol",110,"Black",0,1600,5,4,1085,1,1,1,1,0,0,0,1,1,1,1
837,"TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors",14385,65,1999,42248,"Petrol",110,"Red",0,1600,5,4,1075,0,1,0,0,1,0,0,0,1,1,0
838,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,65,1999,42248,"Petrol",86,"Black",0,1300,3,4,1015,1,1,1,1,0,0,0,0,0,1,0
839,"TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors",13357.5,67,1999,42101,"Petrol",110,"Black",0,1600,3,4,1065,0,1,1,1,0,0,0,0,1,1,1
840,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",15001.5,68,1999,41718,"Petrol",110,"Silver",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
841,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",13357.5,67,1999,41695,"Petrol",86,"Grey",0,1300,5,4,1035,0,1,1,1,0,0,0,0,0,1,0
842,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",13631.5,59,1999,41633,"Petrol",110,"Blue",0,1600,3,4,1065,1,1,1,1,1,0,0,0,1,1,1
843,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",14385,65,1999,41629,"Petrol",110,"Red",0,1600,4,4,1035,1,1,1,1,1,0,0,0,0,1,0
844,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors",14248,68,1999,41494,"Petrol",86,"Blue",1,1300,3,4,1045,0,1,1,1,0,0,0,0,0,1,0
845,"TOYOTA Corolla 3drs 13i-16V 2/3-Doors",12056,68,1999,41348,"Petrol",86,"Red",0,1332,3,4,1010,0,0,1,1,0,0,0,0,0,1,0
846,"TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors",14385,61,1999,41167,"Petrol",110,"Black",0,1600,3,4,1065,0,1,1,1,1,0,0,0,1,1,0
